Created as New Dataset,176. Shaw industries (Beige)
cm-1,%T
899.00,85.37
898.00,85.34
897.00,85.34
896.00,85.38
895.00,85.44
894.00,85.52
893.00,85.59
892.00,85.64
891.00,85.65
890.00,85.64
889.00,85.56
888.00,85.41
887.00,85.18
886.00,84.85
885.00,84.42
884.00,83.88
883.00,83.23
882.00,82.46
881.00,81.58
880.00,80.58
879.00,79.48
878.00,78.25
877.00,76.87
876.00,75.28
875.00,73.54
874.00,71.86
873.00,70.63
872.00,70.25
871.00,70.88
870.00,72.32
869.00,74.11
868.00,75.82
867.00,77.25
866.00,78.35
865.00,79.17
864.00,79.77
863.00,80.21
862.00,80.51
861.00,80.69
860.00,80.78
859.00,80.80
858.00,80.78
857.00,80.70
856.00,80.58
855.00,80.45
854.00,80.32
853.00,80.16
852.00,79.96
851.00,79.71
850.00,79.42
849.00,79.15
848.00,78.95
847.00,78.86
846.00,78.92
845.00,79.09
844.00,79.33
843.00,79.64
842.00,80.00
841.00,80.39
840.00,80.79
839.00,81.18
838.00,81.57
837.00,81.95
836.00,82.33
835.00,82.70
834.00,83.07
833.00,83.42
832.00,83.76
831.00,84.07
830.00,84.37
829.00,84.65
828.00,84.89
827.00,85.10
826.00,85.28
825.00,85.42
824.00,85.55
823.00,85.67
822.00,85.78
821.00,85.87
820.00,85.95
819.00,86.02
818.00,86.07
817.00,86.09
816.00,86.08
815.00,86.09
814.00,86.14
813.00,86.21
812.00,86.30
811.00,86.37
810.00,86.43
809.00,86.48
808.00,86.51
807.00,86.55
806.00,86.58
805.00,86.60
804.00,86.61
803.00,86.65
802.00,86.72
801.00,86.79
800.00,86.81
799.00,86.71
798.00,86.41
797.00,85.90
796.00,85.22
795.00,84.52
794.00,83.94
793.00,83.61
792.00,83.57
791.00,83.82
790.00,84.26
789.00,84.78
788.00,85.30
787.00,85.75
786.00,86.13
785.00,86.47
784.00,86.79
783.00,87.09
782.00,87.37
781.00,87.60
780.00,87.80
779.00,87.97
778.00,88.14
777.00,88.30
776.00,88.48
775.00,88.67
774.00,88.86
773.00,89.03
772.00,89.20
771.00,89.36
770.00,89.53
769.00,89.71
768.00,89.90
767.00,90.08
766.00,90.24
765.00,90.40
764.00,90.57
763.00,90.76
762.00,90.95
761.00,91.09
760.00,91.17
759.00,91.24
758.00,91.32
757.00,91.43
756.00,91.55
755.00,91.66
754.00,91.75
753.00,91.81
752.00,91.87
751.00,91.93
750.00,91.97
749.00,91.99
748.00,91.98
747.00,91.91
746.00,91.74
745.00,91.41
744.00,90.88
743.00,90.12
742.00,89.12
741.00,87.81
740.00,86.17
739.00,84.17
738.00,81.82
737.00,79.20
736.00,76.39
735.00,73.47
734.00,70.52
733.00,67.55
732.00,64.62
731.00,61.78
730.00,59.01
729.00,56.25
728.00,53.49
727.00,50.81
726.00,48.38
725.00,46.40
724.00,45.05
723.00,44.44
722.00,44.55
721.00,45.30
720.00,46.55
719.00,48.16
718.00,49.97
717.00,51.87
716.00,53.78
715.00,55.64
714.00,57.38
713.00,58.95
712.00,60.33
711.00,61.51
710.00,62.55
709.00,63.48
708.00,64.38
707.00,65.25
706.00,66.08
705.00,66.87
704.00,67.62
703.00,68.36
702.00,69.12
701.00,69.90
700.00,70.71
699.00,71.54
698.00,72.37
697.00,73.18
696.00,73.90
695.00,74.50
694.00,75.01
693.00,75.43
692.00,75.81
691.00,76.14
690.00,76.44
689.00,76.73
688.00,77.00
687.00,77.22
686.00,77.38
685.00,77.46
684.00,77.52
683.00,77.58
682.00,77.68
681.00,77.82
680.00,78.00
679.00,78.19
678.00,78.41
677.00,78.66
676.00,78.93
675.00,79.19
674.00,79.41
673.00,79.59
672.00,79.78
671.00,79.97
670.00,80.16
669.00,80.33
668.00,80.44
667.00,80.49
666.00,80.58
665.00,80.75
664.00,80.95
663.00,81.13
662.00,81.28
661.00,81.44
660.00,81.62
659.00,81.78
658.00,81.85
657.00,81.85
656.00,81.83
655.00,81.89
654.00,82.01
653.00,82.15
652.00,82.23
651.00,82.24
650.00,82.21
649.00,82.22
648.00,82.34
647.00,82.53
646.00,82.72
645.00,82.84
644.00,82.92
643.00,82.98
642.00,83.04
641.00,83.12
640.00,83.21
639.00,83.30
638.00,83.33
637.00,83.29
636.00,83.15
635.00,82.91
634.00,82.59
633.00,82.29
632.00,82.14
631.00,82.24
630.00,82.56
629.00,82.97
628.00,83.37
627.00,83.67
626.00,83.79
625.00,83.76
624.00,83.68
623.00,83.65
622.00,83.65
621.00,83.66
620.00,83.70
619.00,83.80
618.00,83.98
617.00,84.15
616.00,84.27
615.00,84.23
614.00,84.04
613.00,83.82
612.00,83.73
611.00,83.77
610.00,83.81
609.00,83.75
608.00,83.69
607.00,83.80
606.00,84.09
605.00,84.42
604.00,84.49
603.00,84.01
602.00,82.97
601.00,81.92
600.00,81.63
599.00,82.39
598.00,83.67
597.00,84.65
596.00,85.08
595.00,85.29
594.00,85.48
593.00,85.53
592.00,85.33
591.00,85.11
590.00,85.05
589.00,84.96
588.00,84.72
587.00,84.52
586.00,84.63
585.00,84.90
584.00,84.98
583.00,84.72
582.00,84.28
581.00,83.83
580.00,83.47
579.00,83.38
578.00,83.74
577.00,84.37
576.00,84.75
575.00,84.60
574.00,84.13
573.00,83.73
572.00,83.51
571.00,83.34
570.00,83.13
569.00,82.99
568.00,83.13
567.00,83.55
566.00,83.98
565.00,84.12
564.00,84.02
563.00,83.95
562.00,83.97
561.00,83.94
560.00,83.80
559.00,83.72
558.00,83.82
557.00,84.00
556.00,84.07
555.00,83.95
554.00,83.65
553.00,83.24
552.00,82.91
551.00,83.02
550.00,83.67
