Created as New Dataset,128 Shaw Industries (Dark blue/Black)
cm-1,%T
894.00,96.22
893.00,96.35
892.00,96.45
891.00,96.53
890.00,96.60
889.00,96.66
888.00,96.68
887.00,96.69
886.00,96.68
885.00,96.68
884.00,96.68
883.00,96.66
882.00,96.63
881.00,96.59
880.00,96.57
879.00,96.57
878.00,96.58
877.00,96.61
876.00,96.65
875.00,96.69
874.00,96.71
873.00,96.70
872.00,96.68
871.00,96.65
870.00,96.62
869.00,96.61
868.00,96.60
867.00,96.61
866.00,96.62
865.00,96.61
864.00,96.59
863.00,96.57
862.00,96.56
861.00,96.57
860.00,96.59
859.00,96.60
858.00,96.57
857.00,96.52
856.00,96.47
855.00,96.44
854.00,96.41
853.00,96.38
852.00,96.34
851.00,96.30
850.00,96.23
849.00,96.15
848.00,96.05
847.00,95.90
846.00,95.68
845.00,95.31
844.00,94.77
843.00,94.10
842.00,93.46
841.00,93.07
840.00,93.10
839.00,93.52
838.00,94.13
837.00,94.70
836.00,95.12
835.00,95.41
834.00,95.62
833.00,95.78
832.00,95.89
831.00,95.95
830.00,96.00
829.00,96.05
828.00,96.09
827.00,96.12
826.00,96.15
825.00,96.21
824.00,96.27
823.00,96.33
822.00,96.38
821.00,96.40
820.00,96.38
819.00,96.33
818.00,96.25
817.00,96.18
816.00,96.10
815.00,96.02
814.00,95.90
813.00,95.74
812.00,95.55
811.00,95.36
810.00,95.21
809.00,95.13
808.00,95.13
807.00,95.22
806.00,95.36
805.00,95.52
804.00,95.65
803.00,95.74
802.00,95.80
801.00,95.87
800.00,95.95
799.00,96.04
798.00,96.12
797.00,96.18
796.00,96.22
795.00,96.24
794.00,96.25
793.00,96.28
792.00,96.33
791.00,96.39
790.00,96.43
789.00,96.47
788.00,96.49
787.00,96.50
786.00,96.52
785.00,96.54
784.00,96.53
783.00,96.51
782.00,96.48
781.00,96.48
780.00,96.48
779.00,96.50
778.00,96.53
777.00,96.58
776.00,96.63
775.00,96.67
774.00,96.68
773.00,96.67
772.00,96.65
771.00,96.63
770.00,96.61
769.00,96.61
768.00,96.60
767.00,96.59
766.00,96.61
765.00,96.64
764.00,96.69
763.00,96.71
762.00,96.72
761.00,96.72
760.00,96.72
759.00,96.72
758.00,96.71
757.00,96.70
756.00,96.71
755.00,96.73
754.00,96.72
753.00,96.68
752.00,96.63
751.00,96.58
750.00,96.55
749.00,96.52
748.00,96.51
747.00,96.50
746.00,96.51
745.00,96.52
744.00,96.52
743.00,96.52
742.00,96.53
741.00,96.54
740.00,96.55
739.00,96.55
738.00,96.54
737.00,96.54
736.00,96.57
735.00,96.62
734.00,96.66
733.00,96.64
732.00,96.58
731.00,96.48
730.00,96.40
729.00,96.37
728.00,96.37
727.00,96.37
726.00,96.37
725.00,96.33
724.00,96.29
723.00,96.25
722.00,96.22
721.00,96.20
720.00,96.19
719.00,96.21
718.00,96.26
717.00,96.34
716.00,96.40
715.00,96.43
714.00,96.43
713.00,96.40
712.00,96.35
711.00,96.31
710.00,96.28
709.00,96.27
708.00,96.27
707.00,96.27
706.00,96.28
705.00,96.31
704.00,96.37
703.00,96.44
702.00,96.47
701.00,96.43
700.00,96.37
699.00,96.32
698.00,96.33
697.00,96.37
696.00,96.41
695.00,96.41
694.00,96.38
693.00,96.33
692.00,96.28
691.00,96.24
690.00,96.21
689.00,96.21
688.00,96.24
687.00,96.29
686.00,96.35
685.00,96.39
684.00,96.41
683.00,96.40
682.00,96.37
681.00,96.34
680.00,96.33
679.00,96.32
678.00,96.31
677.00,96.30
676.00,96.30
675.00,96.29
674.00,96.26
673.00,96.23
672.00,96.20
671.00,96.17
670.00,96.16
669.00,96.23
668.00,96.34
667.00,96.35
666.00,96.31
665.00,96.28
664.00,96.26
663.00,96.25
662.00,96.29
661.00,96.38
660.00,96.47
659.00,96.50
658.00,96.44
657.00,96.35
656.00,96.30
655.00,96.29
654.00,96.29
653.00,96.29
652.00,96.28
651.00,96.25
650.00,96.18
649.00,96.10
648.00,96.06
647.00,96.06
646.00,96.05
645.00,96.01
644.00,95.96
643.00,95.92
642.00,95.92
641.00,95.94
640.00,95.98
639.00,96.00
638.00,95.98
637.00,95.97
636.00,96.00
635.00,96.03
634.00,96.01
633.00,95.96
632.00,95.93
631.00,95.92
630.00,95.87
629.00,95.77
628.00,95.67
627.00,95.62
626.00,95.60
625.00,95.61
624.00,95.65
623.00,95.68
622.00,95.65
621.00,95.59
620.00,95.60
619.00,95.69
618.00,95.74
617.00,95.62
616.00,95.45
615.00,95.43
614.00,95.61
613.00,95.85
612.00,95.97
611.00,95.88
610.00,95.65
609.00,95.47
608.00,95.45
607.00,95.55
606.00,95.69
605.00,95.78
604.00,95.67
603.00,95.23
602.00,94.55
601.00,94.01
600.00,94.03
599.00,94.65
598.00,95.46
597.00,95.99
596.00,96.11
595.00,95.91
594.00,95.53
593.00,95.11
592.00,94.86
591.00,94.91
590.00,95.11
589.00,95.16
588.00,94.98
587.00,94.79
586.00,94.88
585.00,95.29
584.00,95.82
583.00,96.13
582.00,96.00
581.00,95.52
580.00,95.07
579.00,94.85
578.00,94.68
577.00,94.31
576.00,93.83
575.00,93.60
574.00,93.81
573.00,94.33
572.00,94.95
571.00,95.46
570.00,95.66
569.00,95.47
568.00,95.01
567.00,94.51
566.00,94.00
565.00,93.49
564.00,93.13
563.00,93.22
562.00,93.76
561.00,94.48
560.00,95.08
559.00,95.48
558.00,95.71
557.00,95.79
556.00,95.76
555.00,95.66
554.00,95.43
553.00,95.02
552.00,94.51
551.00,94.13
550.00,93.99
