Created as New Dataset,12.3 Red Wool Lincoln sheep
cm-1,%T
902.00,92.57
901.00,92.58
900.00,92.58
899.00,92.57
898.00,92.55
897.00,92.54
896.00,92.53
895.00,92.52
894.00,92.50
893.00,92.49
892.00,92.48
891.00,92.46
890.00,92.45
889.00,92.44
888.00,92.44
887.00,92.44
886.00,92.44
885.00,92.43
884.00,92.41
883.00,92.37
882.00,92.33
881.00,92.29
880.00,92.26
879.00,92.23
878.00,92.19
877.00,92.15
876.00,92.09
875.00,92.04
874.00,92.02
873.00,92.03
872.00,92.06
871.00,92.07
870.00,92.06
869.00,92.05
868.00,92.06
867.00,92.10
866.00,92.14
865.00,92.15
864.00,92.12
863.00,92.06
862.00,92.00
861.00,91.96
860.00,91.93
859.00,91.93
858.00,91.92
857.00,91.89
856.00,91.84
855.00,91.78
854.00,91.73
853.00,91.69
852.00,91.66
851.00,91.63
850.00,91.60
849.00,91.56
848.00,91.53
847.00,91.49
846.00,91.44
845.00,91.38
844.00,91.32
843.00,91.26
842.00,91.18
841.00,91.11
840.00,91.03
839.00,90.97
838.00,90.91
837.00,90.85
836.00,90.80
835.00,90.75
834.00,90.72
833.00,90.69
832.00,90.65
831.00,90.60
830.00,90.54
829.00,90.48
828.00,90.46
827.00,90.47
826.00,90.50
825.00,90.53
824.00,90.54
823.00,90.52
822.00,90.47
821.00,90.40
820.00,90.33
819.00,90.28
818.00,90.25
817.00,90.21
816.00,90.16
815.00,90.08
814.00,90.02
813.00,89.96
812.00,89.92
811.00,89.87
810.00,89.79
809.00,89.70
808.00,89.61
807.00,89.54
806.00,89.49
805.00,89.44
804.00,89.37
803.00,89.29
802.00,89.20
801.00,89.13
800.00,89.11
799.00,89.11
798.00,89.11
797.00,89.06
796.00,88.96
795.00,88.84
794.00,88.76
793.00,88.70
792.00,88.65
791.00,88.57
790.00,88.47
789.00,88.36
788.00,88.27
787.00,88.22
786.00,88.20
785.00,88.18
784.00,88.15
783.00,88.10
782.00,88.04
781.00,87.98
780.00,87.91
779.00,87.83
778.00,87.73
777.00,87.65
776.00,87.58
775.00,87.53
774.00,87.47
773.00,87.42
772.00,87.39
771.00,87.37
770.00,87.36
769.00,87.33
768.00,87.27
767.00,87.20
766.00,87.14
765.00,87.07
764.00,86.98
763.00,86.88
762.00,86.79
761.00,86.73
760.00,86.69
759.00,86.67
758.00,86.66
757.00,86.62
756.00,86.53
755.00,86.41
754.00,86.28
753.00,86.14
752.00,86.01
751.00,85.89
750.00,85.82
749.00,85.78
748.00,85.76
747.00,85.72
746.00,85.66
745.00,85.60
744.00,85.52
743.00,85.47
742.00,85.43
741.00,85.42
740.00,85.41
739.00,85.39
738.00,85.35
737.00,85.31
736.00,85.26
735.00,85.18
734.00,85.08
733.00,84.96
732.00,84.80
731.00,84.63
730.00,84.48
729.00,84.37
728.00,84.28
727.00,84.19
726.00,84.08
725.00,83.95
724.00,83.82
723.00,83.70
722.00,83.58
721.00,83.42
720.00,83.25
719.00,83.14
718.00,83.13
717.00,83.17
716.00,83.21
715.00,83.22
714.00,83.21
713.00,83.16
712.00,83.08
711.00,83.01
710.00,82.95
709.00,82.88
708.00,82.76
707.00,82.58
706.00,82.41
705.00,82.29
704.00,82.21
703.00,82.14
702.00,82.06
701.00,82.00
700.00,81.94
699.00,81.88
698.00,81.84
697.00,81.82
696.00,81.80
695.00,81.77
694.00,81.70
693.00,81.62
692.00,81.54
691.00,81.50
690.00,81.46
689.00,81.42
688.00,81.37
687.00,81.35
686.00,81.34
685.00,81.29
684.00,81.19
683.00,81.09
682.00,81.03
681.00,81.00
680.00,80.95
679.00,80.85
678.00,80.75
677.00,80.68
676.00,80.65
675.00,80.62
674.00,80.57
673.00,80.50
672.00,80.40
671.00,80.27
670.00,80.14
669.00,80.03
668.00,79.88
667.00,79.75
666.00,79.70
665.00,79.66
664.00,79.57
663.00,79.46
662.00,79.36
661.00,79.26
660.00,79.17
659.00,79.12
658.00,79.08
657.00,79.05
656.00,79.04
655.00,79.03
654.00,79.00
653.00,78.94
652.00,78.92
651.00,78.98
650.00,79.02
649.00,78.93
648.00,78.73
647.00,78.57
646.00,78.56
645.00,78.61
644.00,78.60
643.00,78.51
642.00,78.43
641.00,78.40
640.00,78.39
639.00,78.37
638.00,78.32
637.00,78.24
636.00,78.16
635.00,78.10
634.00,78.03
633.00,77.95
632.00,77.88
631.00,77.85
630.00,77.84
629.00,77.74
628.00,77.47
627.00,77.15
626.00,76.93
625.00,76.88
624.00,76.91
623.00,76.87
622.00,76.74
621.00,76.59
620.00,76.55
619.00,76.65
618.00,76.74
617.00,76.64
616.00,76.42
615.00,76.29
614.00,76.33
613.00,76.46
612.00,76.63
611.00,76.86
610.00,77.05
609.00,77.03
608.00,76.79
607.00,76.52
606.00,76.34
605.00,76.18
604.00,76.07
603.00,76.15
602.00,76.48
601.00,76.83
600.00,76.89
599.00,76.62
598.00,76.19
597.00,75.78
596.00,75.50
595.00,75.45
594.00,75.66
593.00,75.98
592.00,76.14
591.00,76.04
590.00,75.76
589.00,75.46
588.00,75.25
587.00,75.12
586.00,74.99
585.00,74.80
584.00,74.66
583.00,74.71
582.00,74.86
581.00,74.88
580.00,74.76
579.00,74.79
578.00,75.07
577.00,75.35
576.00,75.44
575.00,75.50
574.00,75.62
573.00,75.66
572.00,75.53
571.00,75.38
570.00,75.24
569.00,74.92
568.00,74.48
567.00,74.37
566.00,74.72
565.00,75.00
564.00,74.74
563.00,74.17
562.00,73.92
561.00,74.18
560.00,74.69
559.00,75.16
558.00,75.46
557.00,75.49
556.00,75.16
555.00,74.51
554.00,73.77
553.00,73.28
552.00,73.33
551.00,74.14
550.00,75.37
