Created as New Dataset,12.1 Red Wool Corriedale sheep
cm-1,%T
902.00,92.31
901.00,92.28
900.00,92.24
899.00,92.21
898.00,92.20
897.00,92.19
896.00,92.18
895.00,92.16
894.00,92.14
893.00,92.11
892.00,92.07
891.00,92.01
890.00,91.95
889.00,91.91
888.00,91.89
887.00,91.88
886.00,91.87
885.00,91.84
884.00,91.79
883.00,91.72
882.00,91.65
881.00,91.59
880.00,91.57
879.00,91.56
878.00,91.55
877.00,91.54
876.00,91.53
875.00,91.51
874.00,91.50
873.00,91.47
872.00,91.44
871.00,91.41
870.00,91.40
869.00,91.40
868.00,91.39
867.00,91.36
866.00,91.32
865.00,91.29
864.00,91.26
863.00,91.24
862.00,91.21
861.00,91.18
860.00,91.16
859.00,91.15
858.00,91.13
857.00,91.10
856.00,91.03
855.00,90.95
854.00,90.86
853.00,90.80
852.00,90.73
851.00,90.65
850.00,90.56
849.00,90.48
848.00,90.42
847.00,90.36
846.00,90.32
845.00,90.28
844.00,90.24
843.00,90.20
842.00,90.14
841.00,90.06
840.00,89.98
839.00,89.91
838.00,89.86
837.00,89.82
836.00,89.76
835.00,89.71
834.00,89.65
833.00,89.60
832.00,89.54
831.00,89.50
830.00,89.47
829.00,89.43
828.00,89.40
827.00,89.35
826.00,89.31
825.00,89.26
824.00,89.21
823.00,89.15
822.00,89.13
821.00,89.13
820.00,89.12
819.00,89.09
818.00,89.03
817.00,88.96
816.00,88.89
815.00,88.84
814.00,88.78
813.00,88.73
812.00,88.67
811.00,88.59
810.00,88.51
809.00,88.44
808.00,88.36
807.00,88.28
806.00,88.20
805.00,88.14
804.00,88.11
803.00,88.09
802.00,88.08
801.00,88.04
800.00,87.97
799.00,87.90
798.00,87.83
797.00,87.79
796.00,87.77
795.00,87.73
794.00,87.67
793.00,87.58
792.00,87.48
791.00,87.39
790.00,87.31
789.00,87.25
788.00,87.20
787.00,87.16
786.00,87.11
785.00,87.04
784.00,86.96
783.00,86.90
782.00,86.87
781.00,86.86
780.00,86.84
779.00,86.81
778.00,86.76
777.00,86.69
776.00,86.61
775.00,86.55
774.00,86.53
773.00,86.50
772.00,86.47
771.00,86.42
770.00,86.34
769.00,86.23
768.00,86.13
767.00,86.06
766.00,86.00
765.00,85.95
764.00,85.88
763.00,85.82
762.00,85.76
761.00,85.70
760.00,85.63
759.00,85.56
758.00,85.49
757.00,85.41
756.00,85.32
755.00,85.25
754.00,85.21
753.00,85.18
752.00,85.15
751.00,85.09
750.00,85.02
749.00,84.93
748.00,84.82
747.00,84.73
746.00,84.67
745.00,84.63
744.00,84.59
743.00,84.55
742.00,84.49
741.00,84.41
740.00,84.32
739.00,84.22
738.00,84.14
737.00,84.11
736.00,84.11
735.00,84.14
734.00,84.18
733.00,84.17
732.00,84.10
731.00,84.00
730.00,83.88
729.00,83.76
728.00,83.63
727.00,83.51
726.00,83.43
725.00,83.37
724.00,83.32
723.00,83.25
722.00,83.16
721.00,83.07
720.00,82.98
719.00,82.91
718.00,82.83
717.00,82.73
716.00,82.64
715.00,82.56
714.00,82.51
713.00,82.47
712.00,82.44
711.00,82.41
710.00,82.36
709.00,82.26
708.00,82.14
707.00,82.01
706.00,81.90
705.00,81.78
704.00,81.67
703.00,81.58
702.00,81.52
701.00,81.45
700.00,81.36
699.00,81.24
698.00,81.13
697.00,81.03
696.00,80.96
695.00,80.92
694.00,80.94
693.00,80.99
692.00,81.04
691.00,81.04
690.00,81.01
689.00,80.95
688.00,80.88
687.00,80.80
686.00,80.72
685.00,80.63
684.00,80.56
683.00,80.52
682.00,80.48
681.00,80.43
680.00,80.39
679.00,80.39
678.00,80.40
677.00,80.34
676.00,80.23
675.00,80.12
674.00,80.05
673.00,79.99
672.00,79.92
671.00,79.86
670.00,79.85
669.00,79.87
668.00,79.80
667.00,79.65
666.00,79.53
665.00,79.42
664.00,79.27
663.00,79.08
662.00,78.89
661.00,78.76
660.00,78.72
659.00,78.77
658.00,78.86
657.00,78.89
656.00,78.81
655.00,78.69
654.00,78.59
653.00,78.51
652.00,78.44
651.00,78.38
650.00,78.31
649.00,78.24
648.00,78.20
647.00,78.23
646.00,78.30
645.00,78.33
644.00,78.28
643.00,78.22
642.00,78.16
641.00,78.10
640.00,78.01
639.00,77.94
638.00,77.88
637.00,77.79
636.00,77.69
635.00,77.66
634.00,77.71
633.00,77.77
632.00,77.78
631.00,77.78
630.00,77.80
629.00,77.81
628.00,77.77
627.00,77.76
626.00,77.85
625.00,78.02
624.00,78.19
623.00,78.32
622.00,78.34
621.00,78.16
620.00,77.80
619.00,77.47
618.00,77.31
617.00,77.24
616.00,77.09
615.00,76.88
614.00,76.70
613.00,76.60
612.00,76.61
611.00,76.76
610.00,76.90
609.00,76.84
608.00,76.56
607.00,76.28
606.00,76.21
605.00,76.32
604.00,76.59
603.00,77.05
602.00,77.61
601.00,77.98
600.00,77.94
599.00,77.57
598.00,77.12
597.00,76.70
596.00,76.34
595.00,76.06
594.00,75.94
593.00,75.95
592.00,76.00
591.00,76.08
590.00,76.16
589.00,76.14
588.00,75.92
587.00,75.53
586.00,75.09
585.00,74.68
584.00,74.43
583.00,74.49
582.00,74.87
581.00,75.35
580.00,75.80
579.00,76.23
578.00,76.61
577.00,76.70
576.00,76.36
575.00,75.84
574.00,75.54
573.00,75.62
572.00,75.90
571.00,76.05
570.00,75.79
569.00,75.17
568.00,74.58
567.00,74.45
566.00,74.79
565.00,75.29
564.00,75.81
563.00,76.32
562.00,76.50
561.00,76.05
560.00,75.23
559.00,74.69
558.00,74.64
557.00,74.63
556.00,74.40
555.00,74.27
554.00,74.49
553.00,74.72
552.00,74.52
551.00,74.04
550.00,73.58
