Created as New Dataset,8. Acrylic Bayed Dyed
cm-1,%T
905.00,95.65
904.00,95.68
903.00,95.71
902.00,95.71
901.00,95.70
900.00,95.69
899.00,95.69
898.00,95.69
897.00,95.70
896.00,95.70
895.00,95.69
894.00,95.68
893.00,95.66
892.00,95.66
891.00,95.68
890.00,95.70
889.00,95.73
888.00,95.74
887.00,95.74
886.00,95.74
885.00,95.74
884.00,95.75
883.00,95.75
882.00,95.74
881.00,95.73
880.00,95.72
879.00,95.73
878.00,95.75
877.00,95.77
876.00,95.80
875.00,95.82
874.00,95.81
873.00,95.80
872.00,95.77
871.00,95.76
870.00,95.76
869.00,95.77
868.00,95.76
867.00,95.75
866.00,95.74
865.00,95.75
864.00,95.76
863.00,95.76
862.00,95.74
861.00,95.72
860.00,95.72
859.00,95.72
858.00,95.73
857.00,95.73
856.00,95.74
855.00,95.76
854.00,95.80
853.00,95.84
852.00,95.86
851.00,95.86
850.00,95.84
849.00,95.80
848.00,95.78
847.00,95.76
846.00,95.74
845.00,95.70
844.00,95.68
843.00,95.70
842.00,95.75
841.00,95.81
840.00,95.83
839.00,95.82
838.00,95.78
837.00,95.72
836.00,95.68
835.00,95.66
834.00,95.67
833.00,95.67
832.00,95.65
831.00,95.62
830.00,95.61
829.00,95.63
828.00,95.66
827.00,95.68
826.00,95.69
825.00,95.69
824.00,95.68
823.00,95.66
822.00,95.65
821.00,95.65
820.00,95.68
819.00,95.72
818.00,95.78
817.00,95.82
816.00,95.83
815.00,95.80
814.00,95.74
813.00,95.70
812.00,95.70
811.00,95.72
810.00,95.72
809.00,95.72
808.00,95.71
807.00,95.70
806.00,95.69
805.00,95.68
804.00,95.66
803.00,95.64
802.00,95.62
801.00,95.61
800.00,95.60
799.00,95.58
798.00,95.56
797.00,95.55
796.00,95.56
795.00,95.57
794.00,95.58
793.00,95.59
792.00,95.60
791.00,95.60
790.00,95.57
789.00,95.54
788.00,95.52
787.00,95.50
786.00,95.50
785.00,95.52
784.00,95.54
783.00,95.56
782.00,95.57
781.00,95.57
780.00,95.56
779.00,95.54
778.00,95.52
777.00,95.50
776.00,95.49
775.00,95.48
774.00,95.47
773.00,95.47
772.00,95.48
771.00,95.47
770.00,95.46
769.00,95.45
768.00,95.44
767.00,95.43
766.00,95.41
765.00,95.38
764.00,95.38
763.00,95.42
762.00,95.47
761.00,95.53
760.00,95.57
759.00,95.58
758.00,95.57
757.00,95.53
756.00,95.49
755.00,95.47
754.00,95.47
753.00,95.50
752.00,95.53
751.00,95.56
750.00,95.58
749.00,95.59
748.00,95.59
747.00,95.60
746.00,95.62
745.00,95.65
744.00,95.68
743.00,95.71
742.00,95.75
741.00,95.78
740.00,95.79
739.00,95.79
738.00,95.78
737.00,95.77
736.00,95.75
735.00,95.72
734.00,95.69
733.00,95.70
732.00,95.73
731.00,95.77
730.00,95.82
729.00,95.86
728.00,95.88
727.00,95.87
726.00,95.81
725.00,95.75
724.00,95.73
723.00,95.75
722.00,95.79
721.00,95.81
720.00,95.83
719.00,95.84
718.00,95.86
717.00,95.87
716.00,95.88
715.00,95.89
714.00,95.88
713.00,95.85
712.00,95.84
711.00,95.85
710.00,95.88
709.00,95.94
708.00,95.97
707.00,95.98
706.00,95.97
705.00,95.95
704.00,95.92
703.00,95.90
702.00,95.88
701.00,95.86
700.00,95.85
699.00,95.83
698.00,95.78
697.00,95.74
696.00,95.72
695.00,95.74
694.00,95.77
693.00,95.79
692.00,95.80
691.00,95.82
690.00,95.86
689.00,95.89
688.00,95.90
687.00,95.89
686.00,95.86
685.00,95.84
684.00,95.86
683.00,95.88
682.00,95.90
681.00,95.88
680.00,95.83
679.00,95.78
678.00,95.73
677.00,95.68
676.00,95.63
675.00,95.60
674.00,95.58
673.00,95.59
672.00,95.60
671.00,95.58
670.00,95.55
669.00,95.55
668.00,95.64
667.00,95.73
666.00,95.76
665.00,95.79
664.00,95.80
663.00,95.76
662.00,95.69
661.00,95.62
660.00,95.55
659.00,95.50
658.00,95.47
657.00,95.48
656.00,95.51
655.00,95.54
654.00,95.58
653.00,95.64
652.00,95.73
651.00,95.81
650.00,95.88
649.00,95.92
648.00,95.94
647.00,95.89
646.00,95.79
645.00,95.72
644.00,95.74
643.00,95.80
642.00,95.82
641.00,95.74
640.00,95.63
639.00,95.54
638.00,95.51
637.00,95.55
636.00,95.66
635.00,95.81
634.00,95.93
633.00,95.92
632.00,95.81
631.00,95.66
630.00,95.57
629.00,95.57
628.00,95.61
627.00,95.61
626.00,95.52
625.00,95.37
624.00,95.21
623.00,95.10
622.00,95.11
621.00,95.23
620.00,95.41
619.00,95.56
618.00,95.64
617.00,95.70
616.00,95.85
615.00,96.11
614.00,96.39
613.00,96.54
612.00,96.48
611.00,96.25
610.00,96.01
609.00,95.84
608.00,95.73
607.00,95.60
606.00,95.46
605.00,95.29
604.00,95.08
603.00,94.81
602.00,94.56
601.00,94.43
600.00,94.41
599.00,94.40
598.00,94.33
597.00,94.27
596.00,94.36
595.00,94.63
594.00,94.97
593.00,95.23
592.00,95.33
591.00,95.30
590.00,95.26
589.00,95.36
588.00,95.60
587.00,95.83
586.00,95.92
585.00,95.91
584.00,95.93
583.00,95.99
582.00,95.96
581.00,95.82
580.00,95.64
579.00,95.36
578.00,94.90
577.00,94.38
576.00,94.15
575.00,94.40
574.00,94.87
573.00,95.19
572.00,95.23
571.00,95.12
570.00,94.96
569.00,94.89
568.00,95.00
567.00,95.21
566.00,95.24
565.00,94.96
564.00,94.62
563.00,94.58
562.00,94.95
561.00,95.59
560.00,96.29
559.00,96.82
558.00,97.05
557.00,96.98
556.00,96.84
555.00,96.80
554.00,96.81
553.00,96.70
552.00,96.40
551.00,95.97
550.00,95.42
