Created as New Dataset,6.3 Natural green fiber
cm-1,%T
894.00,86.96
893.00,87.05
892.00,87.16
891.00,87.28
890.00,87.41
889.00,87.55
888.00,87.71
887.00,87.87
886.00,88.04
885.00,88.20
884.00,88.37
883.00,88.52
882.00,88.67
881.00,88.78
880.00,88.89
879.00,88.98
878.00,89.08
877.00,89.18
876.00,89.30
875.00,89.41
874.00,89.50
873.00,89.57
872.00,89.63
871.00,89.71
870.00,89.79
869.00,89.85
868.00,89.88
867.00,89.92
866.00,89.98
865.00,90.04
864.00,90.10
863.00,90.14
862.00,90.19
861.00,90.24
860.00,90.28
859.00,90.30
858.00,90.30
857.00,90.29
856.00,90.29
855.00,90.30
854.00,90.32
853.00,90.34
852.00,90.36
851.00,90.37
850.00,90.38
849.00,90.39
848.00,90.41
847.00,90.43
846.00,90.45
845.00,90.49
844.00,90.54
843.00,90.59
842.00,90.61
841.00,90.58
840.00,90.52
839.00,90.47
838.00,90.45
837.00,90.47
836.00,90.48
835.00,90.48
834.00,90.47
833.00,90.46
832.00,90.45
831.00,90.43
830.00,90.40
829.00,90.36
828.00,90.33
827.00,90.32
826.00,90.33
825.00,90.34
824.00,90.35
823.00,90.36
822.00,90.35
821.00,90.30
820.00,90.23
819.00,90.15
818.00,90.11
817.00,90.11
816.00,90.11
815.00,90.10
814.00,90.07
813.00,90.05
812.00,90.04
811.00,90.03
810.00,90.02
809.00,90.01
808.00,90.02
807.00,90.06
806.00,90.11
805.00,90.13
804.00,90.11
803.00,90.08
802.00,90.06
801.00,90.06
800.00,90.07
799.00,90.07
798.00,90.06
797.00,90.02
796.00,89.98
795.00,89.94
794.00,89.90
793.00,89.87
792.00,89.84
791.00,89.81
790.00,89.78
789.00,89.73
788.00,89.66
787.00,89.57
786.00,89.50
785.00,89.46
784.00,89.46
783.00,89.49
782.00,89.51
781.00,89.49
780.00,89.43
779.00,89.36
778.00,89.29
777.00,89.23
776.00,89.16
775.00,89.12
774.00,89.10
773.00,89.11
772.00,89.11
771.00,89.07
770.00,89.02
769.00,88.96
768.00,88.92
767.00,88.88
766.00,88.84
765.00,88.80
764.00,88.75
763.00,88.72
762.00,88.67
761.00,88.62
760.00,88.55
759.00,88.48
758.00,88.41
757.00,88.33
756.00,88.25
755.00,88.17
754.00,88.10
753.00,88.02
752.00,87.95
751.00,87.89
750.00,87.82
749.00,87.73
748.00,87.62
747.00,87.51
746.00,87.42
745.00,87.34
744.00,87.28
743.00,87.23
742.00,87.18
741.00,87.09
740.00,86.98
739.00,86.89
738.00,86.82
737.00,86.76
736.00,86.66
735.00,86.54
734.00,86.40
733.00,86.25
732.00,86.07
731.00,85.86
730.00,85.65
729.00,85.42
728.00,85.18
727.00,84.93
726.00,84.68
725.00,84.40
724.00,84.11
723.00,83.82
722.00,83.52
721.00,83.21
720.00,82.88
719.00,82.59
718.00,82.35
717.00,82.16
716.00,81.97
715.00,81.77
714.00,81.57
713.00,81.37
712.00,81.17
711.00,81.02
710.00,80.93
709.00,80.84
708.00,80.74
707.00,80.62
706.00,80.48
705.00,80.36
704.00,80.26
703.00,80.19
702.00,80.14
701.00,80.09
700.00,80.03
699.00,80.00
698.00,80.00
697.00,79.99
696.00,79.97
695.00,79.94
694.00,79.94
693.00,79.94
692.00,79.92
691.00,79.86
690.00,79.82
689.00,79.78
688.00,79.74
687.00,79.68
686.00,79.61
685.00,79.52
684.00,79.42
683.00,79.31
682.00,79.19
681.00,79.03
680.00,78.78
679.00,78.49
678.00,78.17
677.00,77.84
676.00,77.51
675.00,77.18
674.00,76.85
673.00,76.49
672.00,76.10
671.00,75.75
670.00,75.44
669.00,75.07
668.00,74.57
667.00,74.16
666.00,73.96
665.00,73.87
664.00,73.77
663.00,73.65
662.00,73.55
661.00,73.56
660.00,73.71
659.00,74.02
658.00,74.41
657.00,74.74
656.00,74.99
655.00,75.21
654.00,75.40
653.00,75.53
652.00,75.60
651.00,75.68
650.00,75.78
649.00,75.88
648.00,75.90
647.00,75.88
646.00,75.86
645.00,75.85
644.00,75.78
643.00,75.61
642.00,75.39
641.00,75.18
640.00,75.04
639.00,74.95
638.00,74.85
637.00,74.68
636.00,74.48
635.00,74.33
634.00,74.22
633.00,74.05
632.00,73.82
631.00,73.64
630.00,73.64
629.00,73.72
628.00,73.69
627.00,73.48
626.00,73.15
625.00,72.76
624.00,72.34
623.00,71.93
622.00,71.58
621.00,71.38
620.00,71.38
619.00,71.51
618.00,71.49
617.00,71.16
616.00,70.70
615.00,70.46
614.00,70.48
613.00,70.52
612.00,70.43
611.00,70.36
610.00,70.41
609.00,70.42
608.00,70.29
607.00,70.16
606.00,70.17
605.00,70.30
604.00,70.45
603.00,70.60
602.00,70.74
601.00,70.82
600.00,70.84
599.00,70.87
598.00,70.85
597.00,70.64
596.00,70.22
595.00,69.75
594.00,69.35
593.00,68.94
592.00,68.58
591.00,68.55
590.00,68.96
589.00,69.49
588.00,69.76
587.00,69.71
586.00,69.61
585.00,69.63
584.00,69.77
583.00,69.98
582.00,70.16
581.00,70.21
580.00,70.13
579.00,70.08
578.00,70.14
577.00,70.26
576.00,70.48
575.00,70.82
574.00,71.07
573.00,70.89
572.00,70.32
571.00,69.69
570.00,69.15
569.00,68.53
568.00,67.91
567.00,67.69
566.00,67.94
565.00,68.15
564.00,67.91
563.00,67.32
562.00,66.61
561.00,65.81
560.00,65.03
559.00,64.65
558.00,64.81
557.00,65.19
556.00,65.50
555.00,65.75
554.00,65.94
553.00,65.95
552.00,65.91
551.00,66.29
550.00,67.15
