Created as New Dataset,83. Allied Signal Fibers
cm-1,%T
902.00,92.98
901.00,92.99
900.00,93.00
899.00,93.01
898.00,93.04
897.00,93.06
896.00,93.07
895.00,93.09
894.00,93.09
893.00,93.09
892.00,93.09
891.00,93.09
890.00,93.11
889.00,93.14
888.00,93.16
887.00,93.18
886.00,93.20
885.00,93.23
884.00,93.25
883.00,93.27
882.00,93.27
881.00,93.27
880.00,93.27
879.00,93.29
878.00,93.30
877.00,93.32
876.00,93.33
875.00,93.36
874.00,93.40
873.00,93.44
872.00,93.45
871.00,93.42
870.00,93.38
869.00,93.35
868.00,93.34
867.00,93.35
866.00,93.37
865.00,93.38
864.00,93.38
863.00,93.37
862.00,93.39
861.00,93.41
860.00,93.42
859.00,93.42
858.00,93.40
857.00,93.38
856.00,93.36
855.00,93.34
854.00,93.32
853.00,93.30
852.00,93.29
851.00,93.29
850.00,93.29
849.00,93.28
848.00,93.25
847.00,93.22
846.00,93.19
845.00,93.15
844.00,93.11
843.00,93.04
842.00,92.97
841.00,92.89
840.00,92.80
839.00,92.69
838.00,92.57
837.00,92.45
836.00,92.34
835.00,92.24
834.00,92.16
833.00,92.11
832.00,92.10
831.00,92.11
830.00,92.14
829.00,92.17
828.00,92.21
827.00,92.26
826.00,92.30
825.00,92.33
824.00,92.33
823.00,92.33
822.00,92.34
821.00,92.37
820.00,92.40
819.00,92.40
818.00,92.36
817.00,92.29
816.00,92.21
815.00,92.14
814.00,92.08
813.00,92.02
812.00,91.95
811.00,91.87
810.00,91.82
809.00,91.79
808.00,91.76
807.00,91.73
806.00,91.68
805.00,91.62
804.00,91.52
803.00,91.43
802.00,91.33
801.00,91.27
800.00,91.22
799.00,91.18
798.00,91.13
797.00,91.08
796.00,91.02
795.00,90.96
794.00,90.89
793.00,90.79
792.00,90.68
791.00,90.58
790.00,90.49
789.00,90.40
788.00,90.30
787.00,90.21
786.00,90.13
785.00,90.05
784.00,89.95
783.00,89.84
782.00,89.72
781.00,89.62
780.00,89.53
779.00,89.45
778.00,89.38
777.00,89.30
776.00,89.23
775.00,89.16
774.00,89.12
773.00,89.07
772.00,89.01
771.00,88.95
770.00,88.90
769.00,88.84
768.00,88.79
767.00,88.72
766.00,88.66
765.00,88.60
764.00,88.54
763.00,88.47
762.00,88.40
761.00,88.30
760.00,88.15
759.00,87.98
758.00,87.82
757.00,87.66
756.00,87.48
755.00,87.30
754.00,87.12
753.00,86.95
752.00,86.80
751.00,86.67
750.00,86.55
749.00,86.40
748.00,86.20
747.00,85.99
746.00,85.78
745.00,85.59
744.00,85.40
743.00,85.21
742.00,85.03
741.00,84.85
740.00,84.64
739.00,84.42
738.00,84.16
737.00,83.85
736.00,83.46
735.00,83.00
734.00,82.50
733.00,82.02
732.00,81.58
731.00,81.16
730.00,80.77
729.00,80.45
728.00,80.24
727.00,80.18
726.00,80.23
725.00,80.30
724.00,80.34
723.00,80.35
722.00,80.34
721.00,80.28
720.00,80.17
719.00,80.02
718.00,79.87
717.00,79.71
716.00,79.53
715.00,79.34
714.00,79.16
713.00,78.98
712.00,78.83
711.00,78.73
710.00,78.65
709.00,78.57
708.00,78.46
707.00,78.37
706.00,78.32
705.00,78.29
704.00,78.24
703.00,78.16
702.00,78.05
701.00,77.90
700.00,77.72
699.00,77.51
698.00,77.34
697.00,77.19
696.00,77.05
695.00,76.87
694.00,76.65
693.00,76.42
692.00,76.22
691.00,76.07
690.00,75.98
689.00,75.90
688.00,75.81
687.00,75.71
686.00,75.64
685.00,75.62
684.00,75.65
683.00,75.73
682.00,75.84
681.00,75.94
680.00,76.02
679.00,76.10
678.00,76.20
677.00,76.31
676.00,76.43
675.00,76.56
674.00,76.70
673.00,76.82
672.00,76.90
671.00,76.97
670.00,77.10
669.00,77.29
668.00,77.52
667.00,77.70
666.00,77.82
665.00,77.93
664.00,78.04
663.00,78.18
662.00,78.37
661.00,78.61
660.00,78.86
659.00,79.13
658.00,79.39
657.00,79.59
656.00,79.70
655.00,79.76
654.00,79.81
653.00,79.88
652.00,79.98
651.00,80.09
650.00,80.22
649.00,80.35
648.00,80.47
647.00,80.57
646.00,80.64
645.00,80.69
644.00,80.75
643.00,80.85
642.00,80.98
641.00,81.06
640.00,80.99
639.00,80.80
638.00,80.58
637.00,80.41
636.00,80.33
635.00,80.33
634.00,80.39
633.00,80.41
632.00,80.34
631.00,80.20
630.00,80.07
629.00,80.02
628.00,80.00
627.00,79.96
626.00,79.89
625.00,79.78
624.00,79.64
623.00,79.52
622.00,79.49
621.00,79.60
620.00,79.79
619.00,79.94
618.00,79.99
617.00,79.95
616.00,79.91
615.00,79.94
614.00,79.95
613.00,79.82
612.00,79.53
611.00,79.22
610.00,79.00
609.00,78.92
608.00,79.00
607.00,79.23
606.00,79.49
605.00,79.56
604.00,79.38
603.00,79.11
602.00,78.91
601.00,78.77
600.00,78.62
599.00,78.49
598.00,78.45
597.00,78.50
596.00,78.63
595.00,78.88
594.00,79.19
593.00,79.34
592.00,79.19
591.00,78.84
590.00,78.48
589.00,78.11
588.00,77.69
587.00,77.41
586.00,77.46
585.00,77.67
584.00,77.70
583.00,77.42
582.00,76.91
581.00,76.23
580.00,75.40
579.00,74.67
578.00,74.35
577.00,74.35
576.00,74.37
575.00,74.37
574.00,74.54
573.00,74.90
572.00,75.25
571.00,75.56
570.00,75.98
569.00,76.55
568.00,77.17
567.00,77.64
566.00,77.76
565.00,77.44
564.00,76.76
563.00,76.05
562.00,75.66
561.00,75.63
560.00,75.84
559.00,76.24
558.00,76.72
557.00,77.10
556.00,77.33
555.00,77.47
554.00,77.61
553.00,77.74
552.00,77.81
551.00,77.79
550.00,77.61
