Created as New Dataset,2 Celanese
cm-1,%T
903.00,84.91
902.00,84.73
901.00,84.60
900.00,84.51
899.00,84.47
898.00,84.49
897.00,84.55
896.00,84.70
895.00,84.92
894.00,85.20
893.00,85.50
892.00,85.81
891.00,86.11
890.00,86.39
889.00,86.62
888.00,86.82
887.00,86.98
886.00,87.13
885.00,87.24
884.00,87.33
883.00,87.39
882.00,87.42
881.00,87.42
880.00,87.40
879.00,87.38
878.00,87.37
877.00,87.38
876.00,87.43
875.00,87.50
874.00,87.59
873.00,87.71
872.00,87.83
871.00,87.97
870.00,88.13
869.00,88.32
868.00,88.52
867.00,88.74
866.00,88.95
865.00,89.12
864.00,89.27
863.00,89.42
862.00,89.60
861.00,89.78
860.00,89.94
859.00,90.07
858.00,90.16
857.00,90.23
856.00,90.28
855.00,90.33
854.00,90.39
853.00,90.44
852.00,90.49
851.00,90.53
850.00,90.56
849.00,90.58
848.00,90.58
847.00,90.57
846.00,90.55
845.00,90.52
844.00,90.48
843.00,90.45
842.00,90.43
841.00,90.41
840.00,90.39
839.00,90.35
838.00,90.33
837.00,90.34
836.00,90.39
835.00,90.46
834.00,90.52
833.00,90.58
832.00,90.63
831.00,90.69
830.00,90.77
829.00,90.88
828.00,91.01
827.00,91.14
826.00,91.25
825.00,91.36
824.00,91.45
823.00,91.55
822.00,91.65
821.00,91.71
820.00,91.76
819.00,91.79
818.00,91.84
817.00,91.91
816.00,91.97
815.00,92.02
814.00,92.07
813.00,92.11
812.00,92.16
811.00,92.21
810.00,92.27
809.00,92.31
808.00,92.35
807.00,92.38
806.00,92.42
805.00,92.46
804.00,92.50
803.00,92.52
802.00,92.53
801.00,92.55
800.00,92.59
799.00,92.63
798.00,92.66
797.00,92.66
796.00,92.68
795.00,92.70
794.00,92.74
793.00,92.77
792.00,92.79
791.00,92.83
790.00,92.87
789.00,92.90
788.00,92.94
787.00,92.97
786.00,92.98
785.00,92.97
784.00,92.97
783.00,92.98
782.00,93.00
781.00,93.04
780.00,93.09
779.00,93.15
778.00,93.20
777.00,93.21
776.00,93.21
775.00,93.19
774.00,93.18
773.00,93.18
772.00,93.20
771.00,93.23
770.00,93.26
769.00,93.27
768.00,93.28
767.00,93.31
766.00,93.35
765.00,93.39
764.00,93.40
763.00,93.39
762.00,93.37
761.00,93.36
760.00,93.35
759.00,93.35
758.00,93.36
757.00,93.37
756.00,93.39
755.00,93.41
754.00,93.42
753.00,93.41
752.00,93.38
751.00,93.37
750.00,93.39
749.00,93.44
748.00,93.49
747.00,93.53
746.00,93.55
745.00,93.56
744.00,93.57
743.00,93.61
742.00,93.64
741.00,93.65
740.00,93.63
739.00,93.62
738.00,93.63
737.00,93.66
736.00,93.68
735.00,93.67
734.00,93.63
733.00,93.56
732.00,93.47
731.00,93.37
730.00,93.29
729.00,93.22
728.00,93.17
727.00,93.14
726.00,93.13
725.00,93.12
724.00,93.08
723.00,93.00
722.00,92.90
721.00,92.83
720.00,92.79
719.00,92.78
718.00,92.79
717.00,92.80
716.00,92.79
715.00,92.77
714.00,92.74
713.00,92.73
712.00,92.75
711.00,92.77
710.00,92.77
709.00,92.75
708.00,92.72
707.00,92.69
706.00,92.66
705.00,92.61
704.00,92.54
703.00,92.47
702.00,92.43
701.00,92.41
700.00,92.40
699.00,92.39
698.00,92.37
697.00,92.34
696.00,92.30
695.00,92.29
694.00,92.28
693.00,92.29
692.00,92.30
691.00,92.32
690.00,92.35
689.00,92.38
688.00,92.42
687.00,92.44
686.00,92.45
685.00,92.42
684.00,92.37
683.00,92.35
682.00,92.38
681.00,92.45
680.00,92.51
679.00,92.55
678.00,92.57
677.00,92.57
676.00,92.58
675.00,92.60
674.00,92.61
673.00,92.63
672.00,92.67
671.00,92.71
670.00,92.74
669.00,92.73
668.00,92.67
667.00,92.61
666.00,92.58
665.00,92.59
664.00,92.58
663.00,92.54
662.00,92.54
661.00,92.56
660.00,92.53
659.00,92.40
658.00,92.21
657.00,92.01
656.00,91.87
655.00,91.82
654.00,91.84
653.00,91.86
652.00,91.80
651.00,91.61
650.00,91.37
649.00,91.14
648.00,91.00
647.00,90.96
646.00,90.99
645.00,91.00
644.00,90.97
643.00,90.94
642.00,90.93
641.00,90.91
640.00,90.85
639.00,90.74
638.00,90.65
637.00,90.62
636.00,90.64
635.00,90.69
634.00,90.74
633.00,90.73
632.00,90.66
631.00,90.59
630.00,90.55
629.00,90.53
628.00,90.48
627.00,90.33
626.00,90.13
625.00,89.94
624.00,89.86
623.00,89.92
622.00,90.05
621.00,90.10
620.00,89.98
619.00,89.76
618.00,89.54
617.00,89.32
616.00,89.00
615.00,88.61
614.00,88.22
613.00,87.89
612.00,87.65
611.00,87.51
610.00,87.36
609.00,87.01
608.00,86.44
607.00,85.82
606.00,85.30
605.00,84.88
604.00,84.64
603.00,84.81
602.00,85.39
601.00,85.89
600.00,85.82
599.00,85.20
598.00,84.61
597.00,84.41
596.00,84.53
595.00,84.75
594.00,85.07
593.00,85.58
592.00,86.18
591.00,86.55
590.00,86.52
589.00,86.22
588.00,85.97
587.00,86.05
586.00,86.56
585.00,87.28
584.00,87.92
583.00,88.28
582.00,88.45
581.00,88.67
580.00,89.01
579.00,89.22
578.00,89.09
577.00,88.75
576.00,88.62
575.00,89.05
574.00,89.92
573.00,90.79
572.00,91.48
571.00,92.08
570.00,92.74
569.00,93.36
568.00,93.58
567.00,93.09
566.00,92.04
565.00,90.89
564.00,90.11
563.00,89.86
562.00,89.98
561.00,90.02
560.00,89.63
559.00,88.93
558.00,88.36
557.00,88.20
556.00,88.25
555.00,88.22
554.00,87.99
553.00,87.76
552.00,87.71
551.00,87.94
550.00,88.38
