Created as New Dataset,12.4 Red Wool Merino sheep and rayon
cm-1,%T
909.00,87.55
908.00,87.46
907.00,87.34
906.00,87.19
905.00,87.05
904.00,86.92
903.00,86.80
902.00,86.67
901.00,86.52
900.00,86.35
899.00,86.17
898.00,86.01
897.00,85.87
896.00,85.77
895.00,85.71
894.00,85.68
893.00,85.69
892.00,85.73
891.00,85.84
890.00,86.00
889.00,86.18
888.00,86.36
887.00,86.53
886.00,86.71
885.00,86.88
884.00,87.03
883.00,87.18
882.00,87.32
881.00,87.47
880.00,87.61
879.00,87.76
878.00,87.91
877.00,88.03
876.00,88.12
875.00,88.17
874.00,88.20
873.00,88.25
872.00,88.33
871.00,88.42
870.00,88.50
869.00,88.58
868.00,88.63
867.00,88.65
866.00,88.67
865.00,88.70
864.00,88.75
863.00,88.80
862.00,88.83
861.00,88.81
860.00,88.79
859.00,88.78
858.00,88.79
857.00,88.79
856.00,88.78
855.00,88.77
854.00,88.79
853.00,88.81
852.00,88.79
851.00,88.76
850.00,88.75
849.00,88.79
848.00,88.84
847.00,88.85
846.00,88.81
845.00,88.77
844.00,88.73
843.00,88.70
842.00,88.66
841.00,88.63
840.00,88.62
839.00,88.64
838.00,88.63
837.00,88.58
836.00,88.50
835.00,88.45
834.00,88.44
833.00,88.44
832.00,88.41
831.00,88.35
830.00,88.32
829.00,88.33
828.00,88.36
827.00,88.38
826.00,88.38
825.00,88.36
824.00,88.34
823.00,88.31
822.00,88.27
821.00,88.21
820.00,88.16
819.00,88.15
818.00,88.15
817.00,88.15
816.00,88.15
815.00,88.14
814.00,88.11
813.00,88.07
812.00,88.02
811.00,87.98
810.00,87.94
809.00,87.90
808.00,87.87
807.00,87.87
806.00,87.89
805.00,87.89
804.00,87.85
803.00,87.80
802.00,87.74
801.00,87.69
800.00,87.64
799.00,87.62
798.00,87.62
797.00,87.62
796.00,87.59
795.00,87.52
794.00,87.44
793.00,87.37
792.00,87.32
791.00,87.27
790.00,87.24
789.00,87.23
788.00,87.24
787.00,87.23
786.00,87.18
785.00,87.07
784.00,86.95
783.00,86.87
782.00,86.84
781.00,86.82
780.00,86.79
779.00,86.77
778.00,86.75
777.00,86.71
776.00,86.64
775.00,86.57
774.00,86.53
773.00,86.51
772.00,86.48
771.00,86.43
770.00,86.38
769.00,86.37
768.00,86.36
767.00,86.32
766.00,86.24
765.00,86.17
764.00,86.14
763.00,86.12
762.00,86.07
761.00,85.98
760.00,85.90
759.00,85.86
758.00,85.82
757.00,85.75
756.00,85.68
755.00,85.61
754.00,85.56
753.00,85.49
752.00,85.40
751.00,85.34
750.00,85.30
749.00,85.27
748.00,85.21
747.00,85.13
746.00,85.07
745.00,85.05
744.00,85.03
743.00,84.98
742.00,84.91
741.00,84.85
740.00,84.82
739.00,84.78
738.00,84.70
737.00,84.59
736.00,84.52
735.00,84.51
734.00,84.51
733.00,84.48
732.00,84.40
731.00,84.31
730.00,84.22
729.00,84.12
728.00,84.01
727.00,83.94
726.00,83.90
725.00,83.85
724.00,83.75
723.00,83.64
722.00,83.54
721.00,83.48
720.00,83.42
719.00,83.34
718.00,83.26
717.00,83.20
716.00,83.17
715.00,83.12
714.00,83.03
713.00,82.92
712.00,82.86
711.00,82.89
710.00,82.94
709.00,82.92
708.00,82.83
707.00,82.73
706.00,82.67
705.00,82.60
704.00,82.47
703.00,82.32
702.00,82.25
701.00,82.24
700.00,82.22
699.00,82.15
698.00,82.06
697.00,82.02
696.00,82.02
695.00,82.02
694.00,81.96
693.00,81.87
692.00,81.83
691.00,81.86
690.00,81.90
689.00,81.89
688.00,81.85
687.00,81.84
686.00,81.83
685.00,81.75
684.00,81.59
683.00,81.45
682.00,81.39
681.00,81.35
680.00,81.21
679.00,80.93
678.00,80.59
677.00,80.23
676.00,79.89
675.00,79.57
674.00,79.26
673.00,79.00
672.00,78.81
671.00,78.68
670.00,78.55
669.00,78.24
668.00,77.72
667.00,77.46
666.00,77.59
665.00,77.77
664.00,77.81
663.00,77.75
662.00,77.74
661.00,77.77
660.00,77.75
659.00,77.62
658.00,77.49
657.00,77.44
656.00,77.47
655.00,77.50
654.00,77.46
653.00,77.40
652.00,77.41
651.00,77.48
650.00,77.51
649.00,77.40
648.00,77.24
647.00,77.22
646.00,77.39
645.00,77.54
644.00,77.50
643.00,77.32
642.00,77.18
641.00,77.13
640.00,77.08
639.00,76.98
638.00,76.88
637.00,76.81
636.00,76.77
635.00,76.70
634.00,76.56
633.00,76.35
632.00,76.17
631.00,76.12
630.00,76.19
629.00,76.23
628.00,76.17
627.00,76.04
626.00,75.91
625.00,75.74
624.00,75.55
623.00,75.44
622.00,75.49
621.00,75.55
620.00,75.47
619.00,75.34
618.00,75.33
617.00,75.40
616.00,75.39
615.00,75.22
614.00,75.02
613.00,74.89
612.00,74.83
611.00,74.80
610.00,74.66
609.00,74.32
608.00,73.90
607.00,73.67
606.00,73.70
605.00,73.76
604.00,73.67
603.00,73.57
602.00,73.70
601.00,74.00
600.00,74.24
599.00,74.24
598.00,74.04
597.00,73.81
596.00,73.72
595.00,73.86
594.00,74.12
593.00,74.26
592.00,74.16
591.00,73.91
590.00,73.69
589.00,73.60
588.00,73.71
587.00,74.00
586.00,74.26
585.00,74.11
584.00,73.48
583.00,72.81
582.00,72.59
581.00,72.84
580.00,73.17
579.00,73.38
578.00,73.56
577.00,73.79
576.00,74.01
575.00,74.12
574.00,74.03
573.00,73.76
572.00,73.38
571.00,72.97
570.00,72.57
569.00,72.26
568.00,72.25
567.00,72.69
566.00,73.20
565.00,73.24
564.00,72.76
563.00,72.26
562.00,72.02
561.00,71.75
560.00,71.08
559.00,70.20
558.00,69.74
557.00,69.98
556.00,70.75
555.00,71.51
554.00,71.80
553.00,71.65
552.00,71.58
551.00,71.77
550.00,71.87
