Created as New Dataset,17.1 Raw, thrown
cm-1,%T
3392.00,97.26
3391.00,97.26
3390.00,97.26
3389.00,97.25
3388.00,97.23
3387.00,97.20
3386.00,97.17
3385.00,97.14
3384.00,97.12
3383.00,97.11
3382.00,97.11
3381.00,97.09
3380.00,97.07
3379.00,97.05
3378.00,97.03
3377.00,97.01
3376.00,96.99
3375.00,96.97
3374.00,96.96
3373.00,96.95
3372.00,96.95
3371.00,96.95
3370.00,96.94
3369.00,96.93
3368.00,96.92
3367.00,96.90
3366.00,96.88
3365.00,96.86
3364.00,96.84
3363.00,96.82
3362.00,96.80
3361.00,96.77
3360.00,96.75
3359.00,96.72
3358.00,96.71
3357.00,96.70
3356.00,96.69
3355.00,96.69
3354.00,96.69
3353.00,96.67
3352.00,96.65
3351.00,96.61
3350.00,96.59
3349.00,96.57
3348.00,96.56
3347.00,96.54
3346.00,96.52
3345.00,96.49
3344.00,96.45
3343.00,96.41
3342.00,96.38
3341.00,96.36
3340.00,96.33
3339.00,96.31
3338.00,96.28
3337.00,96.25
3336.00,96.22
3335.00,96.19
3334.00,96.17
3333.00,96.14
3332.00,96.12
3331.00,96.09
3330.00,96.07
3329.00,96.03
3328.00,95.98
3327.00,95.94
3326.00,95.90
3325.00,95.86
3324.00,95.83
3323.00,95.80
3322.00,95.76
3321.00,95.72
3320.00,95.68
3319.00,95.65
3318.00,95.62
3317.00,95.58
3316.00,95.55
3315.00,95.51
3314.00,95.47
3313.00,95.42
3312.00,95.38
3311.00,95.34
3310.00,95.30
3309.00,95.25
3308.00,95.20
3307.00,95.16
3306.00,95.12
3305.00,95.08
3304.00,95.02
3303.00,94.96
3302.00,94.89
3301.00,94.83
3300.00,94.78
3299.00,94.74
3298.00,94.70
3297.00,94.66
3296.00,94.61
3295.00,94.56
3294.00,94.52
3293.00,94.47
3292.00,94.43
3291.00,94.40
3290.00,94.37
3289.00,94.33
3288.00,94.30
3287.00,94.27
3286.00,94.24
3285.00,94.21
3284.00,94.19
3283.00,94.16
3282.00,94.12
3281.00,94.09
3280.00,94.06
3279.00,94.04
3278.00,94.04
3277.00,94.05
3276.00,94.07
3275.00,94.09
3274.00,94.10
3273.00,94.11
3272.00,94.11
3271.00,94.13
3270.00,94.15
3269.00,94.17
3268.00,94.20
3267.00,94.22
3266.00,94.25
3265.00,94.27
3264.00,94.30
3263.00,94.34
3262.00,94.39
3261.00,94.42
3260.00,94.44
3259.00,94.46
3258.00,94.49
3257.00,94.52
3256.00,94.56
3255.00,94.60
