Created as New Dataset,157. Hoechst (Red cloth)
cm-1,%T
904.00,88.81
903.00,88.68
902.00,88.56
901.00,88.46
900.00,88.38
899.00,88.35
898.00,88.37
897.00,88.40
896.00,88.43
895.00,88.45
894.00,88.47
893.00,88.52
892.00,88.57
891.00,88.62
890.00,88.65
889.00,88.63
888.00,88.58
887.00,88.49
886.00,88.35
885.00,88.16
884.00,87.92
883.00,87.59
882.00,87.17
881.00,86.64
880.00,86.03
879.00,85.35
878.00,84.56
877.00,83.59
876.00,82.32
875.00,80.72
874.00,78.97
873.00,77.47
872.00,76.71
871.00,76.93
870.00,77.96
869.00,79.38
868.00,80.76
867.00,81.92
866.00,82.83
865.00,83.52
864.00,84.02
863.00,84.38
862.00,84.62
861.00,84.75
860.00,84.81
859.00,84.81
858.00,84.78
857.00,84.70
856.00,84.58
855.00,84.43
854.00,84.25
853.00,84.02
852.00,83.73
851.00,83.39
850.00,83.05
849.00,82.74
848.00,82.53
847.00,82.47
846.00,82.59
845.00,82.83
844.00,83.15
843.00,83.50
842.00,83.84
841.00,84.15
840.00,84.44
839.00,84.72
838.00,85.01
837.00,85.29
836.00,85.53
835.00,85.76
834.00,85.98
833.00,86.18
832.00,86.37
831.00,86.58
830.00,86.78
829.00,86.95
828.00,87.08
827.00,87.22
826.00,87.39
825.00,87.56
824.00,87.71
823.00,87.83
822.00,87.93
821.00,88.02
820.00,88.10
819.00,88.18
818.00,88.25
817.00,88.30
816.00,88.33
815.00,88.38
814.00,88.44
813.00,88.52
812.00,88.58
811.00,88.64
810.00,88.67
809.00,88.70
808.00,88.72
807.00,88.75
806.00,88.79
805.00,88.81
804.00,88.82
803.00,88.85
802.00,88.91
801.00,88.97
800.00,88.98
799.00,88.90
798.00,88.70
797.00,88.38
796.00,87.97
795.00,87.56
794.00,87.21
793.00,87.00
792.00,86.98
791.00,87.13
790.00,87.41
789.00,87.73
788.00,88.05
787.00,88.38
786.00,88.72
785.00,89.05
784.00,89.33
783.00,89.57
782.00,89.77
781.00,89.95
780.00,90.12
779.00,90.28
778.00,90.45
777.00,90.61
776.00,90.77
775.00,90.92
774.00,91.06
773.00,91.19
772.00,91.32
771.00,91.45
770.00,91.59
769.00,91.73
768.00,91.88
767.00,92.01
766.00,92.13
765.00,92.22
764.00,92.32
763.00,92.43
762.00,92.56
761.00,92.68
760.00,92.79
759.00,92.91
758.00,93.03
757.00,93.15
756.00,93.27
755.00,93.40
754.00,93.55
753.00,93.69
752.00,93.82
751.00,93.93
750.00,94.02
749.00,94.07
748.00,94.06
747.00,94.01
746.00,93.92
745.00,93.78
744.00,93.57
743.00,93.21
742.00,92.62
741.00,91.73
740.00,90.52
739.00,89.03
738.00,87.28
737.00,85.28
736.00,83.05
735.00,80.64
734.00,78.11
733.00,75.55
732.00,73.02
731.00,70.55
730.00,68.08
729.00,65.57
728.00,63.00
727.00,60.49
726.00,58.18
725.00,56.23
724.00,54.78
723.00,53.96
722.00,53.79
721.00,54.23
720.00,55.18
719.00,56.54
718.00,58.15
717.00,59.84
716.00,61.50
715.00,63.09
714.00,64.57
713.00,65.90
712.00,67.09
711.00,68.17
710.00,69.16
709.00,70.03
708.00,70.79
707.00,71.48
706.00,72.13
705.00,72.74
704.00,73.31
703.00,73.85
702.00,74.41
701.00,75.00
700.00,75.63
699.00,76.26
698.00,76.87
697.00,77.44
696.00,77.98
695.00,78.48
694.00,78.95
693.00,79.38
692.00,79.79
691.00,80.16
690.00,80.48
689.00,80.71
688.00,80.90
687.00,81.08
686.00,81.26
685.00,81.42
684.00,81.54
683.00,81.63
682.00,81.71
681.00,81.79
680.00,81.87
679.00,82.00
678.00,82.17
677.00,82.38
676.00,82.62
675.00,82.88
674.00,83.14
673.00,83.35
672.00,83.48
671.00,83.55
670.00,83.59
669.00,83.64
668.00,83.78
667.00,84.02
666.00,84.23
665.00,84.39
664.00,84.55
663.00,84.70
662.00,84.80
661.00,84.85
660.00,84.89
659.00,84.94
658.00,84.99
657.00,85.02
656.00,85.06
655.00,85.21
654.00,85.44
653.00,85.66
652.00,85.78
651.00,85.79
650.00,85.77
649.00,85.74
648.00,85.71
647.00,85.71
646.00,85.81
645.00,86.00
644.00,86.21
643.00,86.33
642.00,86.32
641.00,86.20
640.00,86.09
639.00,86.07
638.00,86.16
637.00,86.28
636.00,86.31
635.00,86.21
634.00,86.00
633.00,85.73
632.00,85.52
631.00,85.50
630.00,85.71
629.00,86.06
628.00,86.40
627.00,86.71
626.00,86.95
625.00,87.08
624.00,87.03
623.00,86.81
622.00,86.59
621.00,86.57
620.00,86.83
619.00,87.23
618.00,87.52
617.00,87.57
616.00,87.52
615.00,87.52
614.00,87.54
613.00,87.42
612.00,87.16
611.00,86.92
610.00,86.91
609.00,87.15
608.00,87.49
607.00,87.72
606.00,87.73
605.00,87.56
604.00,87.32
603.00,87.07
602.00,86.87
601.00,86.77
600.00,86.90
599.00,87.30
598.00,87.77
597.00,88.05
596.00,88.05
595.00,87.94
594.00,87.85
593.00,87.80
592.00,87.79
591.00,87.80
590.00,87.80
589.00,87.67
588.00,87.43
587.00,87.24
586.00,87.27
585.00,87.51
584.00,87.88
583.00,88.31
582.00,88.64
581.00,88.66
580.00,88.34
579.00,87.98
578.00,87.90
577.00,88.10
576.00,88.39
575.00,88.70
574.00,89.03
573.00,89.23
572.00,89.04
571.00,88.38
570.00,87.54
569.00,86.95
568.00,86.83
567.00,87.17
566.00,87.72
565.00,88.19
564.00,88.40
563.00,88.38
562.00,88.27
561.00,88.21
560.00,88.27
559.00,88.34
558.00,88.21
557.00,87.80
556.00,87.27
555.00,86.96
554.00,86.97
553.00,87.07
552.00,87.09
551.00,87.11
550.00,87.24
