Created as New Dataset,126 Shaw Industries (Green)
cm-1,%T
899.00,95.90
898.00,96.04
897.00,96.31
896.00,96.63
895.00,96.92
894.00,97.14
893.00,97.31
892.00,97.44
891.00,97.54
890.00,97.60
889.00,97.64
888.00,97.68
887.00,97.72
886.00,97.74
885.00,97.75
884.00,97.75
883.00,97.76
882.00,97.76
881.00,97.76
880.00,97.76
879.00,97.75
878.00,97.74
877.00,97.73
876.00,97.73
875.00,97.74
874.00,97.75
873.00,97.76
872.00,97.77
871.00,97.77
870.00,97.76
869.00,97.75
868.00,97.72
867.00,97.69
866.00,97.66
865.00,97.65
864.00,97.64
863.00,97.62
862.00,97.61
861.00,97.61
860.00,97.62
859.00,97.63
858.00,97.63
857.00,97.61
856.00,97.58
855.00,97.56
854.00,97.52
853.00,97.48
852.00,97.43
851.00,97.35
850.00,97.25
849.00,97.14
848.00,97.03
847.00,96.89
846.00,96.66
845.00,96.29
844.00,95.77
843.00,95.17
842.00,94.67
841.00,94.45
840.00,94.61
839.00,95.08
838.00,95.66
837.00,96.18
836.00,96.56
835.00,96.80
834.00,96.95
833.00,97.06
832.00,97.13
831.00,97.18
830.00,97.21
829.00,97.24
828.00,97.30
827.00,97.36
826.00,97.39
825.00,97.40
824.00,97.38
823.00,97.37
822.00,97.36
821.00,97.34
820.00,97.31
819.00,97.27
818.00,97.20
817.00,97.11
816.00,96.99
815.00,96.82
814.00,96.59
813.00,96.30
812.00,95.96
811.00,95.66
810.00,95.44
809.00,95.35
808.00,95.41
807.00,95.59
806.00,95.85
805.00,96.13
804.00,96.40
803.00,96.63
802.00,96.82
801.00,96.97
800.00,97.10
799.00,97.19
798.00,97.24
797.00,97.25
796.00,97.26
795.00,97.29
794.00,97.36
793.00,97.44
792.00,97.51
791.00,97.55
790.00,97.56
789.00,97.56
788.00,97.54
787.00,97.53
786.00,97.52
785.00,97.50
784.00,97.47
783.00,97.43
782.00,97.41
781.00,97.43
780.00,97.48
779.00,97.54
778.00,97.58
777.00,97.60
776.00,97.64
775.00,97.71
774.00,97.79
773.00,97.84
772.00,97.85
771.00,97.82
770.00,97.78
769.00,97.76
768.00,97.75
767.00,97.73
766.00,97.70
765.00,97.69
764.00,97.70
763.00,97.72
762.00,97.73
761.00,97.72
760.00,97.69
759.00,97.66
758.00,97.60
757.00,97.52
756.00,97.45
755.00,97.42
754.00,97.45
753.00,97.51
752.00,97.56
751.00,97.57
750.00,97.55
749.00,97.52
748.00,97.48
747.00,97.46
746.00,97.46
745.00,97.45
744.00,97.44
743.00,97.40
742.00,97.37
741.00,97.36
740.00,97.37
739.00,97.39
738.00,97.40
737.00,97.38
736.00,97.32
735.00,97.19
734.00,97.00
733.00,96.79
732.00,96.65
731.00,96.63
730.00,96.73
729.00,96.90
728.00,97.05
727.00,97.16
726.00,97.21
725.00,97.20
724.00,97.16
723.00,97.12
722.00,97.10
721.00,97.09
720.00,97.07
719.00,97.04
718.00,97.01
717.00,97.02
716.00,97.04
715.00,97.06
714.00,97.07
713.00,97.08
712.00,97.08
711.00,97.08
710.00,97.07
709.00,97.06
708.00,97.04
707.00,97.03
706.00,97.01
705.00,96.98
704.00,96.94
703.00,96.91
702.00,96.92
701.00,96.97
700.00,97.03
699.00,97.07
698.00,97.05
697.00,96.99
696.00,96.93
695.00,96.90
694.00,96.89
693.00,96.88
692.00,96.88
691.00,96.88
690.00,96.91
689.00,96.94
688.00,96.96
687.00,96.98
686.00,97.00
685.00,97.01
684.00,97.00
683.00,96.98
682.00,96.96
681.00,96.94
680.00,96.91
679.00,96.88
678.00,96.88
677.00,96.89
676.00,96.89
675.00,96.89
674.00,96.91
673.00,96.93
672.00,96.93
671.00,96.91
670.00,96.82
669.00,96.70
668.00,96.57
667.00,96.41
666.00,96.33
665.00,96.45
664.00,96.60
663.00,96.66
662.00,96.66
661.00,96.68
660.00,96.70
659.00,96.73
658.00,96.73
657.00,96.70
656.00,96.63
655.00,96.59
654.00,96.62
653.00,96.69
652.00,96.72
651.00,96.67
650.00,96.60
649.00,96.58
648.00,96.64
647.00,96.69
646.00,96.68
645.00,96.64
644.00,96.59
643.00,96.58
642.00,96.62
641.00,96.66
640.00,96.67
639.00,96.65
638.00,96.62
637.00,96.61
636.00,96.62
635.00,96.64
634.00,96.66
633.00,96.71
632.00,96.77
631.00,96.82
630.00,96.85
629.00,96.87
628.00,96.86
627.00,96.80
626.00,96.69
625.00,96.57
624.00,96.44
623.00,96.31
622.00,96.22
621.00,96.25
620.00,96.39
619.00,96.52
618.00,96.52
617.00,96.41
616.00,96.34
615.00,96.40
614.00,96.55
613.00,96.73
612.00,96.87
611.00,96.93
610.00,96.87
609.00,96.70
608.00,96.51
607.00,96.41
606.00,96.45
605.00,96.58
604.00,96.67
603.00,96.61
602.00,96.43
601.00,96.22
600.00,96.09
599.00,96.09
598.00,96.21
597.00,96.35
596.00,96.37
595.00,96.21
594.00,96.00
593.00,95.88
592.00,95.90
591.00,95.95
590.00,95.97
589.00,96.09
588.00,96.42
587.00,96.87
586.00,97.21
585.00,97.28
584.00,97.10
583.00,96.74
582.00,96.25
581.00,95.75
580.00,95.40
579.00,95.34
578.00,95.59
577.00,96.02
576.00,96.42
575.00,96.53
574.00,96.28
573.00,95.91
572.00,95.69
571.00,95.75
570.00,95.97
569.00,96.16
568.00,96.21
567.00,96.08
566.00,95.76
565.00,95.38
564.00,95.18
563.00,95.28
562.00,95.55
561.00,95.71
560.00,95.66
559.00,95.56
558.00,95.57
557.00,95.59
556.00,95.34
555.00,94.75
554.00,94.14
553.00,93.84
552.00,93.82
551.00,93.69
550.00,93.25
