Created as New Dataset,7. Acrylic Asahi Chemical Co
887.00,98.50
886.00,98.48
885.00,98.44
884.00,98.41
883.00,98.40
882.00,98.40
881.00,98.41
880.00,98.41
879.00,98.40
878.00,98.39
877.00,98.38
876.00,98.37
875.00,98.37
874.00,98.37
873.00,98.39
872.00,98.41
871.00,98.42
870.00,98.40
869.00,98.37
868.00,98.36
867.00,98.35
866.00,98.35
865.00,98.35
864.00,98.36
863.00,98.37
862.00,98.38
861.00,98.38
860.00,98.38
859.00,98.39
858.00,98.42
857.00,98.44
856.00,98.43
855.00,98.40
854.00,98.35
853.00,98.31
852.00,98.29
851.00,98.29
850.00,98.31
849.00,98.33
848.00,98.34
847.00,98.33
846.00,98.30
845.00,98.24
844.00,98.18
843.00,98.15
842.00,98.15
841.00,98.17
840.00,98.20
839.00,98.23
838.00,98.25
837.00,98.25
836.00,98.23
835.00,98.19
834.00,98.14
833.00,98.12
832.00,98.12
831.00,98.13
830.00,98.15
829.00,98.19
828.00,98.23
827.00,98.27
826.00,98.29
825.00,98.31
824.00,98.33
823.00,98.33
822.00,98.31
821.00,98.27
820.00,98.25
819.00,98.26
818.00,98.29
817.00,98.30
816.00,98.28
815.00,98.23
814.00,98.18
813.00,98.18
812.00,98.23
811.00,98.29
810.00,98.33
809.00,98.34
808.00,98.33
807.00,98.33
806.00,98.32
805.00,98.32
804.00,98.31
803.00,98.33
802.00,98.35
801.00,98.38
800.00,98.40
799.00,98.42
798.00,98.41
797.00,98.39
796.00,98.35
795.00,98.32
794.00,98.29
793.00,98.26
792.00,98.23
791.00,98.22
790.00,98.21
789.00,98.20
788.00,98.19
787.00,98.19
786.00,98.19
785.00,98.20
784.00,98.21
783.00,98.20
782.00,98.16
781.00,98.11
780.00,98.08
779.00,98.09
778.00,98.13
777.00,98.16
776.00,98.17
775.00,98.16
774.00,98.15
773.00,98.14
772.00,98.13
771.00,98.12
770.00,98.13
769.00,98.14
768.00,98.16
767.00,98.18
766.00,98.20
765.00,98.22
764.00,98.22
763.00,98.18
762.00,98.13
761.00,98.11
760.00,98.13
759.00,98.18
758.00,98.22
757.00,98.22
756.00,98.20
755.00,98.18
754.00,98.17
753.00,98.19
752.00,98.22
751.00,98.25
750.00,98.26
749.00,98.27
748.00,98.28
747.00,98.30
746.00,98.30
745.00,98.29
744.00,98.28
743.00,98.29
742.00,98.34
741.00,98.39
740.00,98.44
739.00,98.45
738.00,98.44
737.00,98.42
736.00,98.42
735.00,98.42
734.00,98.42
733.00,98.41
732.00,98.39
731.00,98.38
730.00,98.38
729.00,98.41
728.00,98.45
727.00,98.51
726.00,98.57
725.00,98.61
724.00,98.63
723.00,98.63
722.00,98.60
721.00,98.55
720.00,98.49
719.00,98.46
718.00,98.47
717.00,98.50
716.00,98.54
715.00,98.58
714.00,98.61
713.00,98.62
712.00,98.61
711.00,98.60
710.00,98.58
709.00,98.55
708.00,98.50
707.00,98.47
706.00,98.46
705.00,98.47
704.00,98.49
703.00,98.51
702.00,98.54
701.00,98.56
700.00,98.57
699.00,98.57
698.00,98.59
697.00,98.64
696.00,98.69
695.00,98.72
694.00,98.72
693.00,98.66
692.00,98.56
691.00,98.45
690.00,98.39
689.00,98.39
688.00,98.42
687.00,98.44
686.00,98.44
685.00,98.41
684.00,98.37
683.00,98.35
682.00,98.37
681.00,98.41
680.00,98.47
679.00,98.50
678.00,98.51
677.00,98.50
676.00,98.49
675.00,98.46
674.00,98.43
673.00,98.40
672.00,98.34
671.00,98.25
670.00,98.16
669.00,98.17
668.00,98.31
667.00,98.41
666.00,98.40
665.00,98.36
664.00,98.37
663.00,98.42
662.00,98.47
661.00,98.48
660.00,98.43
659.00,98.35
658.00,98.29
657.00,98.31
656.00,98.37
655.00,98.41
654.00,98.37
653.00,98.30
652.00,98.27
651.00,98.28
650.00,98.29
649.00,98.32
648.00,98.39
647.00,98.50
646.00,98.55
645.00,98.50
644.00,98.35
643.00,98.18
642.00,98.05
641.00,97.99
640.00,98.00
639.00,98.03
638.00,98.03
637.00,98.03
636.00,98.03
635.00,98.07
634.00,98.14
633.00,98.23
632.00,98.33
631.00,98.43
630.00,98.48
629.00,98.45
628.00,98.36
627.00,98.23
626.00,98.10
625.00,98.01
624.00,97.98
623.00,98.03
622.00,98.14
621.00,98.32
620.00,98.51
619.00,98.57
618.00,98.43
617.00,98.22
616.00,98.13
615.00,98.18
614.00,98.27
613.00,98.35
612.00,98.51
611.00,98.75
610.00,98.97
609.00,99.04
608.00,98.88
607.00,98.50
606.00,98.03
605.00,97.65
604.00,97.32
603.00,96.75
602.00,95.83
601.00,94.96
600.00,94.85
599.00,95.76
598.00,97.11
597.00,98.10
596.00,98.48
595.00,98.51
594.00,98.42
593.00,98.20
592.00,97.97
591.00,98.01
590.00,98.35
589.00,98.69
588.00,98.78
587.00,98.74
586.00,98.74
585.00,98.62
584.00,98.16
583.00,97.41
582.00,96.78
581.00,96.53
580.00,96.66
579.00,97.15
578.00,97.88
577.00,98.53
576.00,98.72
575.00,98.41
574.00,97.98
573.00,97.75
572.00,97.71
571.00,97.69
570.00,97.59
569.00,97.37
568.00,97.02
567.00,96.60
566.00,96.29
565.00,96.15
564.00,96.18
563.00,96.32
562.00,96.51
561.00,96.70
560.00,96.80
559.00,96.71
558.00,96.27
557.00,95.47
556.00,94.54
555.00,93.99
554.00,94.14
553.00,94.80
552.00,95.59
551.00,96.39
550.00,97.18
