Created as New Dataset,7. Acrylic Asahi Chemical Co
2748.00,98.69
2747.00,98.70
2746.00,98.72
2745.00,98.74
2744.00,98.74
2743.00,98.73
2742.00,98.71
2741.00,98.70
2740.00,98.70
2739.00,98.71
2738.00,98.72
2737.00,98.72
2736.00,98.71
2735.00,98.69
2734.00,98.68
2733.00,98.69
2732.00,98.69
2731.00,98.69
2730.00,98.68
2729.00,98.67
2728.00,98.67
2727.00,98.69
2726.00,98.70
2725.00,98.71
2724.00,98.70
2723.00,98.68
2722.00,98.67
2721.00,98.67
2720.00,98.69
2719.00,98.70
2718.00,98.72
2717.00,98.72
2716.00,98.70
2715.00,98.69
2714.00,98.67
2713.00,98.67
2712.00,98.67
2711.00,98.68
2710.00,98.70
2709.00,98.72
2708.00,98.73
2707.00,98.74
2706.00,98.73
2705.00,98.71
2704.00,98.69
2703.00,98.67
2702.00,98.67
2701.00,98.68
2700.00,98.70
2699.00,98.71
2698.00,98.71
2697.00,98.70
2696.00,98.70
2695.00,98.70
2694.00,98.69
2693.00,98.69
2692.00,98.68
2691.00,98.68
2690.00,98.69
2689.00,98.70
2688.00,98.70
2687.00,98.70
2686.00,98.70
2685.00,98.70
2684.00,98.71
2683.00,98.72
2682.00,98.72
2681.00,98.72
2680.00,98.71
2679.00,98.70
2678.00,98.70
2677.00,98.70
2676.00,98.70
2675.00,98.71
2674.00,98.71
2673.00,98.71
2672.00,98.70
2671.00,98.70
2670.00,98.70
2669.00,98.71
2668.00,98.72
2667.00,98.73
2666.00,98.73
2665.00,98.72
2664.00,98.71
2663.00,98.72
2662.00,98.72
2661.00,98.73
2660.00,98.73
2659.00,98.72
2658.00,98.70
2657.00,98.68
2656.00,98.66
2655.00,98.65
2654.00,98.66
2653.00,98.66
2652.00,98.66
2651.00,98.66
2650.00,98.66
2649.00,98.66
2648.00,98.66
2647.00,98.66
2646.00,98.66
2645.00,98.66
2644.00,98.67
2643.00,98.67
2642.00,98.66
2641.00,98.65
2640.00,98.64
2639.00,98.62
2638.00,98.60
2637.00,98.60
2636.00,98.61
2635.00,98.62
2634.00,98.63
2633.00,98.63
2632.00,98.62
2631.00,98.60
2630.00,98.58
2629.00,98.57
2628.00,98.56
2627.00,98.55
2626.00,98.54
2625.00,98.54
2624.00,98.54
2623.00,98.54
2622.00,98.55
2621.00,98.55
2620.00,98.55
2619.00,98.54
2618.00,98.55
2617.00,98.55
2616.00,98.54
2615.00,98.53
2614.00,98.52
2613.00,98.51
2612.00,98.51
2611.00,98.52
2610.00,98.52
2609.00,98.52
2608.00,98.51
2607.00,98.51
2606.00,98.49
2605.00,98.49
2604.00,98.49
2603.00,98.50
2602.00,98.50
2601.00,98.50
2600.00,98.49
2599.00,98.48
2598.00,98.49
2597.00,98.50
2596.00,98.51
2595.00,98.51
2594.00,98.51
2593.00,98.49
2592.00,98.47
2591.00,98.46
2590.00,98.45
2589.00,98.45
2588.00,98.46
2587.00,98.47
2586.00,98.48
2585.00,98.48
2584.00,98.47
2583.00,98.46
2582.00,98.44
2581.00,98.44
2580.00,98.45
2579.00,98.47
2578.00,98.50
2577.00,98.53
2576.00,98.54
2575.00,98.53
2574.00,98.51
2573.00,98.48
2572.00,98.46
2571.00,98.44
2570.00,98.43
2569.00,98.44
2568.00,98.45
2567.00,98.45
2566.00,98.44
2565.00,98.42
2564.00,98.42
2563.00,98.44
2562.00,98.47
2561.00,98.51
2560.00,98.53
2559.00,98.54
2558.00,98.54
2557.00,98.54
2556.00,98.55
2555.00,98.54
2554.00,98.53
2553.00,98.51
2552.00,98.50
2551.00,98.49
2550.00,98.49
2549.00,98.48
2548.00,98.48
2547.00,98.48
2546.00,98.48
2545.00,98.46
2544.00,98.44
2543.00,98.43
2542.00,98.44
2541.00,98.46
2540.00,98.48
2539.00,98.49
2538.00,98.49
2537.00,98.49
2536.00,98.49
2535.00,98.48
2534.00,98.47
2533.00,98.47
2532.00,98.46
2531.00,98.47
2530.00,98.47
2529.00,98.47
2528.00,98.46
2527.00,98.46
2526.00,98.45
2525.00,98.46
2524.00,98.46
2523.00,98.45
2522.00,98.44
2521.00,98.42
2520.00,98.41
2519.00,98.39
2518.00,98.38
2517.00,98.37
2516.00,98.37
2515.00,98.37
2514.00,98.39
2513.00,98.41
2512.00,98.44
2511.00,98.46
2510.00,98.47
2509.00,98.47
2508.00,98.46
2507.00,98.45
2506.00,98.45
2505.00,98.46
2504.00,98.47
2503.00,98.48
2502.00,98.49
2501.00,98.49
2500.00,98.49
2499.00,98.48
2498.00,98.47
2497.00,98.47
2496.00,98.47
2495.00,98.48
2494.00,98.48
2493.00,98.49
2492.00,98.50
2491.00,98.51
2490.00,98.53
2489.00,98.54
2488.00,98.55
2487.00,98.54
2486.00,98.52
2485.00,98.49
2484.00,98.46
2483.00,98.45
2482.00,98.44
2481.00,98.43
2480.00,98.42
2479.00,98.42
2478.00,98.43
2477.00,98.44
2476.00,98.45
2475.00,98.45
2474.00,98.44
2473.00,98.43
2472.00,98.43
2471.00,98.44
2470.00,98.46
2469.00,98.46
2468.00,98.45
2467.00,98.44
2466.00,98.43
2465.00,98.44
2464.00,98.46
2463.00,98.48
2462.00,98.50
2461.00,98.50
2460.00,98.50
2459.00,98.50
2458.00,98.51
2457.00,98.49
2456.00,98.46
2455.00,98.43
2454.00,98.40
2453.00,98.39
