Created as New Dataset,4.3 Shoemaker's thread
cm-1,%T
899.00,90.59
898.00,90.55
897.00,90.54
896.00,90.56
895.00,90.58
894.00,90.60
893.00,90.63
892.00,90.68
891.00,90.77
890.00,90.87
889.00,91.00
888.00,91.18
887.00,91.43
886.00,91.72
885.00,92.03
884.00,92.32
883.00,92.56
882.00,92.76
881.00,92.92
880.00,93.07
879.00,93.22
878.00,93.36
877.00,93.48
876.00,93.58
875.00,93.68
874.00,93.77
873.00,93.85
872.00,93.91
871.00,93.96
870.00,94.02
869.00,94.11
868.00,94.21
867.00,94.31
866.00,94.40
865.00,94.48
864.00,94.56
863.00,94.61
862.00,94.63
861.00,94.64
860.00,94.66
859.00,94.70
858.00,94.75
857.00,94.79
856.00,94.81
855.00,94.82
854.00,94.82
853.00,94.80
852.00,94.77
851.00,94.75
850.00,94.74
849.00,94.77
848.00,94.80
847.00,94.83
846.00,94.84
845.00,94.84
844.00,94.83
843.00,94.82
842.00,94.80
841.00,94.79
840.00,94.78
839.00,94.80
838.00,94.80
837.00,94.80
836.00,94.78
835.00,94.77
834.00,94.76
833.00,94.76
832.00,94.76
831.00,94.76
830.00,94.75
829.00,94.75
828.00,94.75
827.00,94.75
826.00,94.72
825.00,94.65
824.00,94.59
823.00,94.57
822.00,94.58
821.00,94.59
820.00,94.58
819.00,94.55
818.00,94.51
817.00,94.49
816.00,94.50
815.00,94.53
814.00,94.53
813.00,94.51
812.00,94.48
811.00,94.44
810.00,94.38
809.00,94.32
808.00,94.26
807.00,94.22
806.00,94.18
805.00,94.14
804.00,94.10
803.00,94.07
802.00,94.05
801.00,94.02
800.00,94.01
799.00,94.00
798.00,94.00
797.00,93.99
796.00,93.96
795.00,93.91
794.00,93.87
793.00,93.82
792.00,93.77
791.00,93.71
790.00,93.63
789.00,93.55
788.00,93.48
787.00,93.41
786.00,93.32
785.00,93.22
784.00,93.14
783.00,93.10
782.00,93.09
781.00,93.07
780.00,93.06
779.00,93.04
778.00,93.01
777.00,92.96
776.00,92.90
775.00,92.84
774.00,92.79
773.00,92.74
772.00,92.69
771.00,92.64
770.00,92.57
769.00,92.49
768.00,92.40
767.00,92.32
766.00,92.24
765.00,92.13
764.00,92.02
763.00,91.92
762.00,91.85
761.00,91.78
760.00,91.72
759.00,91.67
758.00,91.60
757.00,91.49
756.00,91.37
755.00,91.27
754.00,91.19
753.00,91.12
752.00,91.03
751.00,90.92
750.00,90.78
749.00,90.60
748.00,90.44
747.00,90.33
746.00,90.24
745.00,90.14
744.00,90.01
743.00,89.88
742.00,89.74
741.00,89.55
740.00,89.29
739.00,89.00
738.00,88.67
737.00,88.26
736.00,87.67
735.00,86.72
734.00,85.09
733.00,82.64
732.00,79.72
731.00,77.22
730.00,76.01
729.00,76.33
728.00,77.62
727.00,79.02
726.00,79.88
725.00,80.03
724.00,79.45
723.00,78.01
722.00,75.58
721.00,72.58
720.00,70.20
719.00,69.65
718.00,71.16
717.00,73.84
716.00,76.48
715.00,78.38
714.00,79.50
713.00,80.12
712.00,80.45
711.00,80.62
710.00,80.72
709.00,80.80
708.00,80.87
707.00,80.94
706.00,81.00
705.00,81.05
704.00,81.07
703.00,81.09
702.00,81.14
701.00,81.21
700.00,81.26
699.00,81.28
698.00,81.31
697.00,81.37
696.00,81.42
695.00,81.46
694.00,81.50
693.00,81.56
692.00,81.64
691.00,81.70
690.00,81.71
689.00,81.67
688.00,81.59
687.00,81.51
686.00,81.47
685.00,81.46
684.00,81.45
683.00,81.41
682.00,81.34
681.00,81.22
680.00,81.02
679.00,80.76
678.00,80.45
677.00,80.12
676.00,79.76
675.00,79.36
674.00,78.91
673.00,78.45
672.00,78.07
671.00,77.79
670.00,77.57
669.00,77.24
668.00,76.69
667.00,76.18
666.00,75.91
665.00,75.76
664.00,75.62
663.00,75.50
662.00,75.44
661.00,75.44
660.00,75.54
659.00,75.77
658.00,76.11
657.00,76.47
656.00,76.74
655.00,76.91
654.00,77.06
653.00,77.22
652.00,77.37
651.00,77.50
650.00,77.62
649.00,77.70
648.00,77.73
647.00,77.69
646.00,77.62
645.00,77.52
644.00,77.37
643.00,77.18
642.00,76.98
641.00,76.84
640.00,76.77
639.00,76.72
638.00,76.60
637.00,76.35
636.00,76.04
635.00,75.84
634.00,75.81
633.00,75.83
632.00,75.74
631.00,75.48
630.00,75.16
629.00,74.87
628.00,74.65
627.00,74.52
626.00,74.45
625.00,74.36
624.00,74.21
623.00,74.03
622.00,73.91
621.00,73.85
620.00,73.78
619.00,73.66
618.00,73.53
617.00,73.41
616.00,73.27
615.00,73.08
614.00,72.81
613.00,72.43
612.00,72.02
611.00,71.76
610.00,71.69
609.00,71.62
608.00,71.36
607.00,70.96
606.00,70.58
605.00,70.39
604.00,70.47
603.00,70.85
602.00,71.36
601.00,71.59
600.00,71.25
599.00,70.52
598.00,69.92
597.00,69.73
596.00,69.84
595.00,69.98
594.00,70.01
593.00,69.95
592.00,69.85
591.00,69.75
590.00,69.72
589.00,69.81
588.00,70.06
587.00,70.44
586.00,70.79
585.00,70.97
584.00,70.88
583.00,70.59
582.00,70.15
581.00,69.68
580.00,69.30
579.00,69.20
578.00,69.38
577.00,69.63
576.00,69.76
575.00,69.78
574.00,69.71
573.00,69.51
572.00,69.20
571.00,69.02
570.00,69.13
569.00,69.37
568.00,69.48
567.00,69.34
566.00,68.96
565.00,68.28
564.00,67.22
563.00,65.95
562.00,64.81
561.00,64.01
560.00,63.52
559.00,63.21
558.00,62.97
557.00,62.80
556.00,62.88
555.00,63.39
554.00,64.13
553.00,64.57
552.00,64.45
551.00,64.02
550.00,63.73
