Created as New Dataset,Bio-Couture 100% Lyocell 8/2 (Red)
cm-1,%T
913.00,82.89
912.00,82.73
911.00,82.52
910.00,82.25
909.00,81.93
908.00,81.60
907.00,81.24
906.00,80.87
905.00,80.46
904.00,80.04
903.00,79.59
902.00,79.13
901.00,78.65
900.00,78.15
899.00,77.66
898.00,77.22
897.00,76.83
896.00,76.53
895.00,76.36
894.00,76.35
893.00,76.49
892.00,76.77
891.00,77.18
890.00,77.69
889.00,78.25
888.00,78.85
887.00,79.47
886.00,80.08
885.00,80.65
884.00,81.15
883.00,81.59
882.00,82.00
881.00,82.36
880.00,82.70
879.00,83.01
878.00,83.32
877.00,83.59
876.00,83.81
875.00,83.99
874.00,84.15
873.00,84.27
872.00,84.38
871.00,84.49
870.00,84.58
869.00,84.67
868.00,84.75
867.00,84.83
866.00,84.91
865.00,84.99
864.00,85.04
863.00,85.09
862.00,85.13
861.00,85.15
860.00,85.16
859.00,85.16
858.00,85.16
857.00,85.16
856.00,85.16
855.00,85.18
854.00,85.22
853.00,85.27
852.00,85.31
851.00,85.34
850.00,85.34
849.00,85.32
848.00,85.28
847.00,85.26
846.00,85.25
845.00,85.22
844.00,85.18
843.00,85.13
842.00,85.10
841.00,85.08
840.00,85.07
839.00,85.05
838.00,85.02
837.00,84.99
836.00,84.95
835.00,84.93
834.00,84.90
833.00,84.86
832.00,84.81
831.00,84.75
830.00,84.67
829.00,84.56
828.00,84.44
827.00,84.35
826.00,84.29
825.00,84.26
824.00,84.23
823.00,84.20
822.00,84.18
821.00,84.16
820.00,84.15
819.00,84.12
818.00,84.06
817.00,83.97
816.00,83.87
815.00,83.79
814.00,83.73
813.00,83.67
812.00,83.61
811.00,83.57
810.00,83.54
809.00,83.52
808.00,83.46
807.00,83.39
806.00,83.32
805.00,83.25
804.00,83.17
803.00,83.11
802.00,83.06
801.00,83.01
800.00,82.96
799.00,82.90
798.00,82.84
797.00,82.78
796.00,82.73
795.00,82.70
794.00,82.68
793.00,82.64
792.00,82.57
791.00,82.48
790.00,82.38
789.00,82.29
788.00,82.21
787.00,82.16
786.00,82.15
785.00,82.13
784.00,82.08
783.00,82.00
782.00,81.91
781.00,81.82
780.00,81.73
779.00,81.66
778.00,81.61
777.00,81.54
776.00,81.48
775.00,81.42
774.00,81.38
773.00,81.32
772.00,81.21
771.00,81.10
770.00,80.99
769.00,80.91
768.00,80.83
767.00,80.77
766.00,80.71
765.00,80.65
764.00,80.58
763.00,80.52
762.00,80.46
761.00,80.38
760.00,80.28
759.00,80.17
758.00,80.08
757.00,79.98
756.00,79.87
755.00,79.76
754.00,79.68
753.00,79.60
752.00,79.52
751.00,79.42
750.00,79.33
749.00,79.23
748.00,79.13
747.00,79.04
746.00,78.94
745.00,78.83
744.00,78.69
743.00,78.56
742.00,78.46
741.00,78.38
740.00,78.31
739.00,78.23
738.00,78.16
737.00,78.08
736.00,77.98
735.00,77.87
734.00,77.73
733.00,77.57
732.00,77.41
731.00,77.28
730.00,77.16
729.00,77.02
728.00,76.87
727.00,76.74
726.00,76.63
725.00,76.54
724.00,76.44
723.00,76.36
722.00,76.29
721.00,76.21
720.00,76.09
719.00,75.96
718.00,75.83
717.00,75.71
716.00,75.59
715.00,75.51
714.00,75.46
713.00,75.42
712.00,75.38
711.00,75.32
710.00,75.24
709.00,75.14
708.00,75.02
707.00,74.93
706.00,74.89
705.00,74.86
704.00,74.82
703.00,74.78
702.00,74.77
701.00,74.75
700.00,74.73
699.00,74.70
698.00,74.68
697.00,74.65
696.00,74.61
695.00,74.59
694.00,74.60
693.00,74.57
692.00,74.50
691.00,74.40
690.00,74.33
689.00,74.26
688.00,74.15
687.00,74.04
686.00,73.93
685.00,73.79
684.00,73.59
683.00,73.34
682.00,73.01
681.00,72.50
680.00,71.79
679.00,70.90
678.00,69.89
677.00,68.75
676.00,67.52
675.00,66.25
674.00,65.01
673.00,63.86
672.00,62.92
671.00,62.30
670.00,61.92
669.00,61.63
668.00,61.37
667.00,61.30
666.00,61.41
665.00,61.55
664.00,61.67
663.00,61.80
662.00,61.98
661.00,62.16
660.00,62.31
659.00,62.45
658.00,62.65
657.00,62.84
656.00,62.96
655.00,63.02
654.00,63.04
653.00,63.03
652.00,63.00
651.00,63.02
650.00,63.13
649.00,63.28
648.00,63.41
647.00,63.52
646.00,63.60
645.00,63.58
644.00,63.45
643.00,63.31
642.00,63.25
641.00,63.22
640.00,63.13
639.00,63.05
638.00,63.06
637.00,63.12
636.00,63.13
635.00,63.07
634.00,62.97
633.00,62.83
632.00,62.67
631.00,62.53
630.00,62.45
629.00,62.35
628.00,62.19
627.00,62.03
626.00,61.95
625.00,61.99
624.00,62.10
623.00,62.26
622.00,62.29
621.00,62.04
620.00,61.56
619.00,61.09
618.00,60.71
617.00,60.28
616.00,59.77
615.00,59.42
614.00,59.32
613.00,59.21
612.00,58.85
611.00,58.33
610.00,57.83
609.00,57.46
608.00,57.30
607.00,57.43
606.00,57.72
605.00,57.94
604.00,58.05
603.00,58.25
602.00,58.54
601.00,58.73
600.00,58.77
599.00,58.83
598.00,58.92
597.00,58.80
596.00,58.40
595.00,58.02
594.00,57.91
593.00,57.97
592.00,58.04
591.00,58.19
590.00,58.47
589.00,58.63
588.00,58.52
587.00,58.29
586.00,58.10
585.00,57.79
584.00,57.29
583.00,56.96
582.00,57.10
581.00,57.42
580.00,57.55
579.00,57.52
578.00,57.40
577.00,56.99
576.00,56.27
575.00,55.76
574.00,55.88
573.00,56.32
572.00,56.60
571.00,56.71
570.00,56.66
569.00,56.31
568.00,55.78
567.00,55.62
566.00,55.97
565.00,56.33
564.00,56.37
563.00,56.30
562.00,56.29
561.00,56.15
560.00,55.87
559.00,55.71
558.00,55.60
557.00,55.14
556.00,54.44
555.00,54.20
554.00,54.59
553.00,54.90
552.00,54.66
551.00,54.28
550.00,54.12
