Created as New Dataset,132. Polyester Albany International
cm-1,%T
893.00,96.29
892.00,96.32
891.00,96.31
890.00,96.29
889.00,96.26
888.00,96.22
887.00,96.13
886.00,95.99
885.00,95.78
884.00,95.53
883.00,95.24
882.00,94.90
881.00,94.50
880.00,94.04
879.00,93.51
878.00,92.92
877.00,92.24
876.00,91.44
875.00,90.51
874.00,89.56
873.00,88.83
872.00,88.60
871.00,88.96
870.00,89.76
869.00,90.73
868.00,91.64
867.00,92.39
866.00,92.96
865.00,93.36
864.00,93.65
863.00,93.86
862.00,94.00
861.00,94.08
860.00,94.10
859.00,94.08
858.00,94.03
857.00,93.94
856.00,93.85
855.00,93.77
854.00,93.70
853.00,93.61
852.00,93.45
851.00,93.24
850.00,93.01
849.00,92.82
848.00,92.70
847.00,92.69
846.00,92.77
845.00,92.92
844.00,93.12
843.00,93.34
842.00,93.58
841.00,93.81
840.00,94.03
839.00,94.25
838.00,94.46
837.00,94.65
836.00,94.83
835.00,95.00
834.00,95.15
833.00,95.31
832.00,95.47
831.00,95.63
830.00,95.77
829.00,95.87
828.00,95.95
827.00,96.05
826.00,96.15
825.00,96.26
824.00,96.36
823.00,96.44
822.00,96.50
821.00,96.53
820.00,96.57
819.00,96.62
818.00,96.68
817.00,96.72
816.00,96.76
815.00,96.81
814.00,96.87
813.00,96.92
812.00,96.95
811.00,96.97
810.00,97.00
809.00,97.03
808.00,97.05
807.00,97.08
806.00,97.12
805.00,97.17
804.00,97.21
803.00,97.24
802.00,97.27
801.00,97.30
800.00,97.31
799.00,97.28
798.00,97.15
797.00,96.92
796.00,96.61
795.00,96.29
794.00,96.04
793.00,95.91
792.00,95.90
791.00,95.98
790.00,96.14
789.00,96.35
788.00,96.59
787.00,96.84
786.00,97.08
785.00,97.29
784.00,97.47
783.00,97.60
782.00,97.69
781.00,97.78
780.00,97.90
779.00,98.08
778.00,98.27
777.00,98.43
776.00,98.55
775.00,98.64
774.00,98.72
773.00,98.82
772.00,98.93
771.00,99.06
770.00,99.19
769.00,99.30
768.00,99.40
767.00,99.51
766.00,99.62
765.00,99.74
764.00,99.86
763.00,99.97
762.00,100.08
761.00,100.18
760.00,100.26
759.00,100.33
758.00,100.40
757.00,100.49
756.00,100.57
755.00,100.64
754.00,100.70
753.00,100.75
752.00,100.80
751.00,100.86
750.00,100.92
749.00,100.96
748.00,100.94
747.00,100.85
746.00,100.71
745.00,100.53
744.00,100.27
743.00,99.91
742.00,99.38
741.00,98.64
740.00,97.69
739.00,96.54
738.00,95.21
737.00,93.76
736.00,92.21
735.00,90.56
734.00,88.82
733.00,87.00
732.00,85.12
731.00,83.24
730.00,81.36
729.00,79.46
728.00,77.54
727.00,75.68
726.00,74.01
725.00,72.68
724.00,71.82
723.00,71.46
722.00,71.61
721.00,72.21
720.00,73.25
719.00,74.62
718.00,76.16
717.00,77.74
716.00,79.24
715.00,80.61
714.00,81.80
713.00,82.83
712.00,83.69
711.00,84.43
710.00,85.08
709.00,85.68
708.00,86.25
707.00,86.81
706.00,87.35
705.00,87.85
704.00,88.32
703.00,88.79
702.00,89.27
701.00,89.76
700.00,90.25
699.00,90.72
698.00,91.15
697.00,91.55
696.00,91.92
695.00,92.26
694.00,92.57
693.00,92.83
692.00,93.05
691.00,93.22
690.00,93.38
689.00,93.54
688.00,93.70
687.00,93.87
686.00,94.02
685.00,94.12
684.00,94.15
683.00,94.16
682.00,94.18
681.00,94.23
680.00,94.30
679.00,94.37
678.00,94.45
677.00,94.59
676.00,94.77
675.00,94.96
674.00,95.11
673.00,95.22
672.00,95.30
671.00,95.37
670.00,95.44
669.00,95.52
668.00,95.63
667.00,95.78
666.00,95.91
665.00,95.99
664.00,96.07
663.00,96.15
662.00,96.23
661.00,96.28
660.00,96.31
659.00,96.32
658.00,96.33
657.00,96.34
656.00,96.34
655.00,96.32
654.00,96.31
653.00,96.34
652.00,96.43
651.00,96.53
650.00,96.62
649.00,96.71
648.00,96.84
647.00,97.01
646.00,97.19
645.00,97.30
644.00,97.33
643.00,97.30
642.00,97.29
641.00,97.32
640.00,97.37
639.00,97.37
638.00,97.32
637.00,97.27
636.00,97.24
635.00,97.19
634.00,97.06
633.00,96.85
632.00,96.64
631.00,96.51
630.00,96.49
629.00,96.53
628.00,96.57
627.00,96.62
626.00,96.73
625.00,96.92
624.00,97.15
623.00,97.32
622.00,97.31
621.00,97.15
620.00,96.96
619.00,96.94
618.00,97.12
617.00,97.36
616.00,97.51
615.00,97.60
614.00,97.75
613.00,98.00
612.00,98.26
611.00,98.37
610.00,98.32
609.00,98.21
608.00,98.11
607.00,98.03
606.00,97.92
605.00,97.84
604.00,97.92
603.00,98.26
602.00,98.80
601.00,99.34
600.00,99.64
599.00,99.59
598.00,99.31
597.00,99.06
596.00,98.94
595.00,98.90
594.00,98.82
593.00,98.72
592.00,98.68
591.00,98.78
590.00,99.00
589.00,99.28
588.00,99.50
587.00,99.44
586.00,99.01
585.00,98.34
584.00,97.77
583.00,97.55
582.00,97.69
581.00,98.02
580.00,98.39
579.00,98.74
578.00,99.00
577.00,98.98
576.00,98.50
575.00,97.64
574.00,96.91
573.00,96.82
572.00,97.46
571.00,98.48
570.00,99.32
569.00,99.70
568.00,99.63
567.00,99.30
566.00,98.92
565.00,98.60
564.00,98.27
563.00,97.84
562.00,97.42
561.00,97.29
560.00,97.62
559.00,98.22
558.00,98.64
557.00,98.63
556.00,98.45
555.00,98.53
554.00,98.96
553.00,99.45
552.00,99.67
551.00,99.63
550.00,99.61
