Created as New Dataset,6. Acrylic Asahi Chemical Co
cm-1,%T
899.00,96.95
898.00,96.93
897.00,96.92
896.00,96.91
895.00,96.91
894.00,96.90
893.00,96.89
892.00,96.89
891.00,96.90
890.00,96.91
889.00,96.91
888.00,96.91
887.00,96.91
886.00,96.91
885.00,96.90
884.00,96.89
883.00,96.88
882.00,96.89
881.00,96.91
880.00,96.91
879.00,96.89
878.00,96.85
877.00,96.82
876.00,96.81
875.00,96.83
874.00,96.86
873.00,96.89
872.00,96.90
871.00,96.89
870.00,96.87
869.00,96.86
868.00,96.87
867.00,96.86
866.00,96.84
865.00,96.83
864.00,96.84
863.00,96.85
862.00,96.84
861.00,96.80
860.00,96.78
859.00,96.77
858.00,96.78
857.00,96.79
856.00,96.80
855.00,96.80
854.00,96.79
853.00,96.77
852.00,96.73
851.00,96.70
850.00,96.66
849.00,96.63
848.00,96.62
847.00,96.62
846.00,96.62
845.00,96.62
844.00,96.61
843.00,96.58
842.00,96.57
841.00,96.57
840.00,96.59
839.00,96.60
838.00,96.59
837.00,96.55
836.00,96.52
835.00,96.51
834.00,96.51
833.00,96.52
832.00,96.53
831.00,96.53
830.00,96.52
829.00,96.50
828.00,96.49
827.00,96.50
826.00,96.53
825.00,96.55
824.00,96.54
823.00,96.52
822.00,96.50
821.00,96.51
820.00,96.54
819.00,96.58
818.00,96.60
817.00,96.63
816.00,96.66
815.00,96.68
814.00,96.68
813.00,96.64
812.00,96.59
811.00,96.55
810.00,96.54
809.00,96.55
808.00,96.56
807.00,96.57
806.00,96.57
805.00,96.57
804.00,96.57
803.00,96.56
802.00,96.54
801.00,96.52
800.00,96.51
799.00,96.50
798.00,96.49
797.00,96.47
796.00,96.46
795.00,96.46
794.00,96.47
793.00,96.49
792.00,96.51
791.00,96.52
790.00,96.49
789.00,96.44
788.00,96.39
787.00,96.36
786.00,96.34
785.00,96.32
784.00,96.30
783.00,96.28
782.00,96.26
781.00,96.26
780.00,96.27
779.00,96.27
778.00,96.25
777.00,96.21
776.00,96.16
775.00,96.14
774.00,96.14
773.00,96.16
772.00,96.20
771.00,96.23
770.00,96.25
769.00,96.25
768.00,96.25
767.00,96.25
766.00,96.24
765.00,96.24
764.00,96.25
763.00,96.27
762.00,96.29
761.00,96.31
760.00,96.32
759.00,96.32
758.00,96.29
757.00,96.22
756.00,96.16
755.00,96.11
754.00,96.06
753.00,96.01
752.00,95.98
751.00,95.99
750.00,96.06
749.00,96.15
748.00,96.23
747.00,96.30
746.00,96.34
745.00,96.36
744.00,96.38
743.00,96.42
742.00,96.45
741.00,96.48
740.00,96.49
739.00,96.51
738.00,96.53
737.00,96.57
736.00,96.58
735.00,96.57
734.00,96.56
733.00,96.57
732.00,96.60
731.00,96.62
730.00,96.62
729.00,96.60
728.00,96.59
727.00,96.58
726.00,96.58
725.00,96.60
724.00,96.64
723.00,96.70
722.00,96.73
721.00,96.73
720.00,96.71
719.00,96.68
718.00,96.67
717.00,96.67
716.00,96.68
715.00,96.69
714.00,96.70
713.00,96.69
712.00,96.65
711.00,96.63
710.00,96.64
709.00,96.66
708.00,96.65
707.00,96.60
706.00,96.54
705.00,96.54
704.00,96.58
703.00,96.62
702.00,96.61
701.00,96.58
700.00,96.55
699.00,96.53
698.00,96.53
697.00,96.54
696.00,96.56
695.00,96.58
694.00,96.60
693.00,96.60
692.00,96.59
691.00,96.55
690.00,96.50
689.00,96.46
688.00,96.45
687.00,96.45
686.00,96.44
685.00,96.41
684.00,96.37
683.00,96.36
682.00,96.37
681.00,96.38
680.00,96.38
679.00,96.36
678.00,96.34
677.00,96.36
676.00,96.40
675.00,96.44
674.00,96.41
673.00,96.35
672.00,96.30
671.00,96.28
670.00,96.32
669.00,96.39
668.00,96.45
667.00,96.46
666.00,96.44
665.00,96.41
664.00,96.39
663.00,96.36
662.00,96.32
661.00,96.25
660.00,96.17
659.00,96.09
658.00,96.06
657.00,96.08
656.00,96.16
655.00,96.29
654.00,96.46
653.00,96.57
652.00,96.56
651.00,96.41
650.00,96.18
649.00,95.96
648.00,95.81
647.00,95.77
646.00,95.83
645.00,95.95
644.00,96.02
643.00,95.99
642.00,95.90
641.00,95.89
640.00,95.97
639.00,96.05
638.00,96.03
637.00,95.98
636.00,95.97
635.00,96.01
634.00,96.04
633.00,96.09
632.00,96.21
631.00,96.36
630.00,96.42
629.00,96.28
628.00,96.04
627.00,95.85
626.00,95.79
625.00,95.81
624.00,95.85
623.00,95.93
622.00,96.09
621.00,96.34
620.00,96.58
619.00,96.63
618.00,96.42
617.00,96.10
616.00,95.85
615.00,95.65
614.00,95.41
613.00,95.17
612.00,95.05
611.00,95.11
610.00,95.24
609.00,95.33
608.00,95.35
607.00,95.34
606.00,95.30
605.00,95.24
604.00,95.05
603.00,94.57
602.00,93.78
601.00,93.01
600.00,92.77
599.00,93.32
598.00,94.33
597.00,95.26
596.00,95.82
595.00,96.08
594.00,96.19
593.00,96.23
592.00,96.20
591.00,96.02
590.00,95.69
589.00,95.34
588.00,95.32
587.00,95.78
586.00,96.45
585.00,96.72
584.00,96.34
583.00,95.60
582.00,95.04
581.00,94.86
580.00,94.86
579.00,94.88
578.00,94.96
577.00,95.23
576.00,95.63
575.00,95.95
574.00,96.15
573.00,96.49
572.00,97.11
571.00,97.71
570.00,97.71
569.00,96.94
568.00,95.72
567.00,94.58
566.00,93.96
565.00,93.98
564.00,94.57
563.00,95.44
562.00,96.17
561.00,96.47
560.00,96.30
559.00,95.75
558.00,95.09
557.00,94.70
556.00,94.73
555.00,94.84
554.00,94.48
553.00,93.66
552.00,92.99
551.00,93.02
550.00,93.65
