Created as New Dataset,16.4 Dyed (red colour)
cm-1,%T
904.00,91.97
903.00,91.98
902.00,91.99
901.00,91.99
900.00,92.00
899.00,92.01
898.00,92.01
897.00,92.01
896.00,92.01
895.00,91.99
894.00,91.98
893.00,91.97
892.00,91.99
891.00,92.02
890.00,92.06
889.00,92.10
888.00,92.14
887.00,92.16
886.00,92.17
885.00,92.15
884.00,92.13
883.00,92.11
882.00,92.10
881.00,92.11
880.00,92.11
879.00,92.10
878.00,92.07
877.00,92.03
876.00,91.99
875.00,91.98
874.00,91.99
873.00,92.02
872.00,92.06
871.00,92.11
870.00,92.17
869.00,92.22
868.00,92.26
867.00,92.29
866.00,92.31
865.00,92.33
864.00,92.34
863.00,92.34
862.00,92.32
861.00,92.29
860.00,92.24
859.00,92.16
858.00,92.06
857.00,91.96
856.00,91.88
855.00,91.82
854.00,91.78
853.00,91.74
852.00,91.69
851.00,91.65
850.00,91.64
849.00,91.66
848.00,91.70
847.00,91.74
846.00,91.77
845.00,91.80
844.00,91.83
843.00,91.83
842.00,91.80
841.00,91.74
840.00,91.68
839.00,91.64
838.00,91.59
837.00,91.53
836.00,91.46
835.00,91.39
834.00,91.31
833.00,91.22
832.00,91.15
831.00,91.12
830.00,91.11
829.00,91.09
828.00,91.07
827.00,91.04
826.00,91.02
825.00,91.01
824.00,91.00
823.00,91.01
822.00,91.03
821.00,91.07
820.00,91.10
819.00,91.09
818.00,91.06
817.00,91.02
816.00,90.98
815.00,90.94
814.00,90.93
813.00,90.93
812.00,90.94
811.00,90.92
810.00,90.87
809.00,90.82
808.00,90.80
807.00,90.81
806.00,90.83
805.00,90.83
804.00,90.81
803.00,90.80
802.00,90.79
801.00,90.80
800.00,90.83
799.00,90.87
798.00,90.90
797.00,90.90
796.00,90.87
795.00,90.83
794.00,90.77
793.00,90.68
792.00,90.56
791.00,90.43
790.00,90.35
789.00,90.32
788.00,90.32
787.00,90.33
786.00,90.33
785.00,90.31
784.00,90.26
783.00,90.18
782.00,90.10
781.00,90.02
780.00,89.95
779.00,89.89
778.00,89.84
777.00,89.80
776.00,89.74
775.00,89.65
774.00,89.55
773.00,89.46
772.00,89.40
771.00,89.35
770.00,89.31
769.00,89.27
768.00,89.23
767.00,89.17
766.00,89.08
765.00,88.98
764.00,88.89
763.00,88.82
762.00,88.78
761.00,88.76
760.00,88.72
759.00,88.65
758.00,88.55
757.00,88.45
756.00,88.36
755.00,88.29
754.00,88.24
753.00,88.19
752.00,88.15
751.00,88.12
750.00,88.07
749.00,88.00
748.00,87.88
747.00,87.71
746.00,87.54
745.00,87.41
744.00,87.31
743.00,87.25
742.00,87.19
741.00,87.09
740.00,86.94
739.00,86.73
738.00,86.48
737.00,86.27
736.00,86.12
735.00,86.03
734.00,85.94
733.00,85.82
732.00,85.68
731.00,85.52
730.00,85.38
729.00,85.24
728.00,85.12
727.00,85.00
726.00,84.87
725.00,84.73
724.00,84.59
723.00,84.44
722.00,84.28
721.00,84.11
720.00,83.94
719.00,83.82
718.00,83.74
717.00,83.66
716.00,83.57
715.00,83.46
714.00,83.34
713.00,83.23
712.00,83.13
711.00,83.05
710.00,82.97
709.00,82.86
708.00,82.69
707.00,82.50
706.00,82.33
705.00,82.19
704.00,82.09
703.00,82.02
702.00,81.95
701.00,81.88
700.00,81.78
699.00,81.66
698.00,81.53
697.00,81.39
696.00,81.27
695.00,81.17
694.00,81.10
693.00,81.06
692.00,81.03
691.00,81.00
690.00,80.97
689.00,80.95
688.00,80.92
687.00,80.88
686.00,80.84
685.00,80.79
684.00,80.74
683.00,80.71
682.00,80.70
681.00,80.70
680.00,80.67
679.00,80.62
678.00,80.58
677.00,80.57
676.00,80.57
675.00,80.57
674.00,80.56
673.00,80.55
672.00,80.56
671.00,80.55
670.00,80.46
669.00,80.26
668.00,80.03
667.00,79.89
666.00,79.91
665.00,80.03
664.00,80.12
663.00,80.12
662.00,80.06
661.00,79.99
660.00,79.94
659.00,79.88
658.00,79.81
657.00,79.76
656.00,79.77
655.00,79.78
654.00,79.74
653.00,79.60
652.00,79.41
651.00,79.25
650.00,79.16
649.00,79.10
648.00,79.05
647.00,79.00
646.00,78.92
645.00,78.80
644.00,78.69
643.00,78.63
642.00,78.59
641.00,78.51
640.00,78.37
639.00,78.26
638.00,78.23
637.00,78.24
636.00,78.25
635.00,78.23
634.00,78.15
633.00,77.95
632.00,77.69
631.00,77.49
630.00,77.44
629.00,77.48
628.00,77.55
627.00,77.62
626.00,77.65
625.00,77.62
624.00,77.56
623.00,77.56
622.00,77.60
621.00,77.54
620.00,77.38
619.00,77.21
618.00,77.18
617.00,77.26
616.00,77.40
615.00,77.58
614.00,77.73
613.00,77.73
612.00,77.54
611.00,77.29
610.00,77.12
609.00,77.07
608.00,77.17
607.00,77.45
606.00,77.85
605.00,78.17
604.00,78.24
603.00,78.03
602.00,77.66
601.00,77.37
600.00,77.35
599.00,77.58
598.00,77.76
597.00,77.66
596.00,77.42
595.00,77.33
594.00,77.48
593.00,77.67
592.00,77.77
591.00,77.84
590.00,77.90
589.00,77.88
588.00,77.80
587.00,77.84
586.00,78.05
585.00,78.20
584.00,78.14
583.00,78.04
582.00,78.15
581.00,78.47
580.00,78.76
579.00,78.76
578.00,78.33
577.00,77.58
576.00,76.94
575.00,76.98
574.00,77.72
573.00,78.54
572.00,78.90
571.00,78.79
570.00,78.53
569.00,78.39
568.00,78.50
567.00,78.89
566.00,79.21
565.00,78.93
564.00,77.94
563.00,76.76
562.00,76.06
561.00,75.97
560.00,76.16
559.00,76.31
558.00,76.20
557.00,75.68
556.00,74.77
555.00,73.85
554.00,73.32
553.00,73.26
552.00,73.61
551.00,74.22
550.00,74.82
