Created as New Dataset,121 Hercules Inc.
cm-1,%T
893.00,97.11
892.00,97.23
891.00,97.31
890.00,97.36
889.00,97.38
888.00,97.39
887.00,97.39
886.00,97.37
885.00,97.36
884.00,97.36
883.00,97.38
882.00,97.41
881.00,97.45
880.00,97.47
879.00,97.47
878.00,97.47
877.00,97.48
876.00,97.51
875.00,97.52
874.00,97.51
873.00,97.47
872.00,97.42
871.00,97.38
870.00,97.36
869.00,97.35
868.00,97.34
867.00,97.35
866.00,97.36
865.00,97.38
864.00,97.38
863.00,97.38
862.00,97.38
861.00,97.37
860.00,97.36
859.00,97.33
858.00,97.28
857.00,97.24
856.00,97.21
855.00,97.18
854.00,97.16
853.00,97.13
852.00,97.09
851.00,97.04
850.00,96.97
849.00,96.87
848.00,96.71
847.00,96.49
846.00,96.16
845.00,95.69
844.00,95.04
843.00,94.26
842.00,93.54
841.00,93.15
840.00,93.24
839.00,93.77
838.00,94.51
837.00,95.22
836.00,95.78
835.00,96.17
834.00,96.42
833.00,96.59
832.00,96.69
831.00,96.77
830.00,96.83
829.00,96.88
828.00,96.92
827.00,96.96
826.00,97.00
825.00,97.04
824.00,97.07
823.00,97.10
822.00,97.09
821.00,97.07
820.00,97.03
819.00,96.98
818.00,96.92
817.00,96.87
816.00,96.79
815.00,96.67
814.00,96.45
813.00,96.16
812.00,95.83
811.00,95.55
810.00,95.38
809.00,95.34
808.00,95.43
807.00,95.63
806.00,95.87
805.00,96.12
804.00,96.32
803.00,96.47
802.00,96.59
801.00,96.70
800.00,96.82
799.00,96.93
798.00,97.02
797.00,97.09
796.00,97.13
795.00,97.15
794.00,97.15
793.00,97.16
792.00,97.19
791.00,97.25
790.00,97.32
789.00,97.38
788.00,97.41
787.00,97.42
786.00,97.42
785.00,97.42
784.00,97.43
783.00,97.46
782.00,97.52
781.00,97.58
780.00,97.62
779.00,97.62
778.00,97.60
777.00,97.58
776.00,97.56
775.00,97.55
774.00,97.54
773.00,97.53
772.00,97.53
771.00,97.53
770.00,97.53
769.00,97.54
768.00,97.55
767.00,97.54
766.00,97.53
765.00,97.53
764.00,97.54
763.00,97.56
762.00,97.57
761.00,97.59
760.00,97.61
759.00,97.62
758.00,97.62
757.00,97.60
756.00,97.58
755.00,97.58
754.00,97.58
753.00,97.59
752.00,97.58
751.00,97.55
750.00,97.52
749.00,97.50
748.00,97.51
747.00,97.53
746.00,97.53
745.00,97.52
744.00,97.52
743.00,97.52
742.00,97.51
741.00,97.50
740.00,97.49
739.00,97.50
738.00,97.50
737.00,97.50
736.00,97.50
735.00,97.50
734.00,97.49
733.00,97.43
732.00,97.37
731.00,97.34
730.00,97.35
729.00,97.39
728.00,97.41
727.00,97.41
726.00,97.39
725.00,97.35
724.00,97.33
723.00,97.33
722.00,97.34
721.00,97.34
720.00,97.33
719.00,97.33
718.00,97.35
717.00,97.38
716.00,97.40
715.00,97.41
714.00,97.38
713.00,97.35
712.00,97.33
711.00,97.32
710.00,97.31
709.00,97.29
708.00,97.26
707.00,97.25
706.00,97.25
705.00,97.24
704.00,97.23
703.00,97.23
702.00,97.26
701.00,97.31
700.00,97.36
699.00,97.37
698.00,97.34
697.00,97.27
696.00,97.19
695.00,97.13
694.00,97.13
693.00,97.18
692.00,97.27
691.00,97.35
690.00,97.40
689.00,97.42
688.00,97.41
687.00,97.40
686.00,97.40
685.00,97.40
684.00,97.37
683.00,97.34
682.00,97.32
681.00,97.32
680.00,97.34
679.00,97.36
678.00,97.37
677.00,97.37
676.00,97.34
675.00,97.29
674.00,97.24
673.00,97.20
672.00,97.15
671.00,97.12
670.00,97.13
669.00,97.17
668.00,97.22
667.00,97.22
666.00,97.20
665.00,97.20
664.00,97.20
663.00,97.18
662.00,97.15
661.00,97.17
660.00,97.24
659.00,97.32
658.00,97.38
657.00,97.39
656.00,97.36
655.00,97.29
654.00,97.24
653.00,97.24
652.00,97.29
651.00,97.35
650.00,97.41
649.00,97.48
648.00,97.57
647.00,97.64
646.00,97.65
645.00,97.61
644.00,97.55
643.00,97.45
642.00,97.32
641.00,97.18
640.00,97.07
639.00,97.01
638.00,96.97
637.00,96.94
636.00,96.94
635.00,97.00
634.00,97.08
633.00,97.09
632.00,97.02
631.00,96.91
630.00,96.84
629.00,96.88
628.00,97.01
627.00,97.23
626.00,97.44
625.00,97.52
624.00,97.42
623.00,97.20
622.00,97.04
621.00,97.06
620.00,97.26
619.00,97.53
618.00,97.70
617.00,97.67
616.00,97.45
615.00,97.16
614.00,97.00
613.00,97.02
612.00,97.12
611.00,97.16
610.00,97.10
609.00,97.06
608.00,97.09
607.00,97.16
606.00,97.18
605.00,97.19
604.00,97.30
603.00,97.50
602.00,97.62
601.00,97.54
600.00,97.28
599.00,97.04
598.00,96.94
597.00,96.86
596.00,96.65
595.00,96.31
594.00,96.07
593.00,96.14
592.00,96.49
591.00,96.91
590.00,97.22
589.00,97.48
588.00,97.83
587.00,98.21
586.00,98.32
585.00,97.99
584.00,97.37
583.00,96.85
582.00,96.66
581.00,96.73
580.00,96.83
579.00,96.85
578.00,96.78
577.00,96.61
576.00,96.37
575.00,96.29
574.00,96.51
573.00,96.75
572.00,96.55
571.00,95.79
570.00,94.95
569.00,94.61
568.00,94.96
567.00,95.80
566.00,96.76
565.00,97.48
564.00,97.73
563.00,97.47
562.00,96.91
561.00,96.43
560.00,96.23
559.00,96.28
558.00,96.43
557.00,96.48
556.00,96.22
555.00,95.56
554.00,94.77
553.00,94.31
552.00,94.50
551.00,95.21
550.00,95.98
