Created as New Dataset,16/2 Merc. cotton
cm-1,%T
908.00,86.88
907.00,86.83
906.00,86.76
905.00,86.67
904.00,86.56
903.00,86.44
902.00,86.30
901.00,86.13
900.00,85.90
899.00,85.62
898.00,85.31
897.00,85.02
896.00,84.78
895.00,84.61
894.00,84.54
893.00,84.56
892.00,84.67
891.00,84.85
890.00,85.09
889.00,85.36
888.00,85.66
887.00,85.94
886.00,86.19
885.00,86.40
884.00,86.61
883.00,86.85
882.00,87.10
881.00,87.31
880.00,87.49
879.00,87.65
878.00,87.80
877.00,87.94
876.00,88.06
875.00,88.18
874.00,88.31
873.00,88.43
872.00,88.53
871.00,88.64
870.00,88.77
869.00,88.91
868.00,89.02
867.00,89.11
866.00,89.19
865.00,89.26
864.00,89.32
863.00,89.38
862.00,89.45
861.00,89.52
860.00,89.58
859.00,89.63
858.00,89.67
857.00,89.71
856.00,89.74
855.00,89.78
854.00,89.84
853.00,89.91
852.00,89.98
851.00,90.04
850.00,90.08
849.00,90.11
848.00,90.13
847.00,90.16
846.00,90.19
845.00,90.21
844.00,90.21
843.00,90.21
842.00,90.21
841.00,90.23
840.00,90.26
839.00,90.29
838.00,90.30
837.00,90.32
836.00,90.36
835.00,90.41
834.00,90.44
833.00,90.44
832.00,90.42
831.00,90.41
830.00,90.41
829.00,90.43
828.00,90.46
827.00,90.50
826.00,90.54
825.00,90.56
824.00,90.55
823.00,90.52
822.00,90.52
821.00,90.54
820.00,90.59
819.00,90.63
818.00,90.64
817.00,90.63
816.00,90.63
815.00,90.63
814.00,90.66
813.00,90.69
812.00,90.71
811.00,90.74
810.00,90.76
809.00,90.77
808.00,90.77
807.00,90.77
806.00,90.77
805.00,90.78
804.00,90.77
803.00,90.76
802.00,90.74
801.00,90.73
800.00,90.72
799.00,90.71
798.00,90.70
797.00,90.70
796.00,90.70
795.00,90.71
794.00,90.71
793.00,90.71
792.00,90.71
791.00,90.71
790.00,90.72
789.00,90.72
788.00,90.69
787.00,90.65
786.00,90.61
785.00,90.58
784.00,90.56
783.00,90.56
782.00,90.57
781.00,90.59
780.00,90.61
779.00,90.64
778.00,90.66
777.00,90.66
776.00,90.63
775.00,90.62
774.00,90.63
773.00,90.63
772.00,90.62
771.00,90.59
770.00,90.57
769.00,90.56
768.00,90.55
767.00,90.52
766.00,90.47
765.00,90.42
764.00,90.39
763.00,90.38
762.00,90.37
761.00,90.34
760.00,90.28
759.00,90.21
758.00,90.14
757.00,90.11
756.00,90.08
755.00,90.06
754.00,90.02
753.00,89.98
752.00,89.93
751.00,89.89
750.00,89.87
749.00,89.86
748.00,89.83
747.00,89.79
746.00,89.75
745.00,89.71
744.00,89.67
743.00,89.65
742.00,89.64
741.00,89.62
740.00,89.58
739.00,89.52
738.00,89.45
737.00,89.38
736.00,89.29
735.00,89.16
734.00,89.01
733.00,88.91
732.00,88.87
731.00,88.87
730.00,88.86
729.00,88.79
728.00,88.69
727.00,88.59
726.00,88.49
725.00,88.37
724.00,88.24
723.00,88.11
722.00,87.98
721.00,87.83
720.00,87.63
719.00,87.43
718.00,87.27
717.00,87.14
716.00,87.02
715.00,86.92
714.00,86.83
713.00,86.74
712.00,86.65
711.00,86.58
710.00,86.54
709.00,86.52
708.00,86.50
707.00,86.47
706.00,86.44
705.00,86.39
704.00,86.32
703.00,86.23
702.00,86.18
701.00,86.17
700.00,86.20
699.00,86.24
698.00,86.26
697.00,86.24
696.00,86.21
695.00,86.21
694.00,86.26
693.00,86.33
692.00,86.38
691.00,86.40
690.00,86.40
689.00,86.38
688.00,86.36
687.00,86.34
686.00,86.33
685.00,86.31
684.00,86.27
683.00,86.20
682.00,86.08
681.00,85.86
680.00,85.54
679.00,85.17
678.00,84.74
677.00,84.23
676.00,83.67
675.00,83.13
674.00,82.62
673.00,82.13
672.00,81.66
671.00,81.23
670.00,80.89
669.00,80.65
668.00,80.51
667.00,80.51
666.00,80.62
665.00,80.74
664.00,80.82
663.00,80.86
662.00,80.90
661.00,80.94
660.00,80.95
659.00,80.96
658.00,80.99
657.00,81.05
656.00,81.15
655.00,81.31
654.00,81.49
653.00,81.67
652.00,81.79
651.00,81.87
650.00,81.90
649.00,81.90
648.00,81.87
647.00,81.85
646.00,81.84
645.00,81.86
644.00,81.90
643.00,81.93
642.00,81.94
641.00,81.88
640.00,81.79
639.00,81.71
638.00,81.68
637.00,81.70
636.00,81.76
635.00,81.85
634.00,81.93
633.00,81.93
632.00,81.85
631.00,81.74
630.00,81.61
629.00,81.44
628.00,81.26
627.00,81.11
626.00,81.03
625.00,80.93
624.00,80.72
623.00,80.44
622.00,80.16
621.00,79.91
620.00,79.65
619.00,79.44
618.00,79.32
617.00,79.25
616.00,79.16
615.00,78.93
614.00,78.54
613.00,77.99
612.00,77.40
611.00,76.97
610.00,76.81
609.00,76.92
608.00,77.24
607.00,77.67
606.00,77.96
605.00,77.93
604.00,77.67
603.00,77.35
602.00,77.10
601.00,76.93
600.00,76.92
599.00,77.18
598.00,77.59
597.00,77.94
596.00,78.17
595.00,78.41
594.00,78.63
593.00,78.68
592.00,78.59
591.00,78.55
590.00,78.62
589.00,78.57
588.00,78.31
587.00,78.02
586.00,77.82
585.00,77.62
584.00,77.32
583.00,77.12
582.00,77.21
581.00,77.46
580.00,77.61
579.00,77.64
578.00,77.60
577.00,77.49
576.00,77.44
575.00,77.71
574.00,78.23
573.00,78.57
572.00,78.47
571.00,78.12
570.00,77.81
569.00,77.58
568.00,77.45
567.00,77.48
566.00,77.47
565.00,77.07
564.00,76.38
563.00,76.03
562.00,76.25
561.00,76.50
560.00,76.23
559.00,75.61
558.00,75.14
557.00,75.02
556.00,75.12
555.00,75.31
554.00,75.39
553.00,75.11
552.00,74.46
551.00,73.92
550.00,73.76
