Created as New Dataset,15.2 Red Wool sheep scoured
cm-1,%T
897.00,90.94
896.00,90.96
895.00,90.99
894.00,91.00
893.00,91.02
892.00,91.02
891.00,91.01
890.00,90.98
889.00,90.96
888.00,90.95
887.00,90.97
886.00,90.98
885.00,90.97
884.00,90.97
883.00,90.98
882.00,90.98
881.00,90.98
880.00,90.97
879.00,90.96
878.00,90.93
877.00,90.92
876.00,90.89
875.00,90.87
874.00,90.86
873.00,90.88
872.00,90.91
871.00,90.93
870.00,90.92
869.00,90.89
868.00,90.86
867.00,90.87
866.00,90.90
865.00,90.92
864.00,90.92
863.00,90.91
862.00,90.91
861.00,90.91
860.00,90.90
859.00,90.89
858.00,90.86
857.00,90.84
856.00,90.82
855.00,90.79
854.00,90.74
853.00,90.66
852.00,90.58
851.00,90.51
850.00,90.47
849.00,90.45
848.00,90.46
847.00,90.49
846.00,90.50
845.00,90.49
844.00,90.46
843.00,90.41
842.00,90.35
841.00,90.29
840.00,90.24
839.00,90.21
838.00,90.17
837.00,90.13
836.00,90.07
835.00,90.01
834.00,89.95
833.00,89.90
832.00,89.87
831.00,89.87
830.00,89.88
829.00,89.87
828.00,89.83
827.00,89.76
826.00,89.70
825.00,89.67
824.00,89.65
823.00,89.64
822.00,89.64
821.00,89.64
820.00,89.64
819.00,89.65
818.00,89.66
817.00,89.66
816.00,89.64
815.00,89.59
814.00,89.52
813.00,89.44
812.00,89.35
811.00,89.26
810.00,89.19
809.00,89.14
808.00,89.09
807.00,89.02
806.00,88.92
805.00,88.81
804.00,88.71
803.00,88.60
802.00,88.50
801.00,88.42
800.00,88.35
799.00,88.31
798.00,88.27
797.00,88.24
796.00,88.20
795.00,88.16
794.00,88.11
793.00,88.06
792.00,88.01
791.00,87.98
790.00,87.97
789.00,87.97
788.00,87.95
787.00,87.91
786.00,87.85
785.00,87.79
784.00,87.72
783.00,87.64
782.00,87.54
781.00,87.45
780.00,87.39
779.00,87.35
778.00,87.30
777.00,87.23
776.00,87.17
775.00,87.12
774.00,87.09
773.00,87.06
772.00,87.03
771.00,87.02
770.00,87.02
769.00,87.02
768.00,87.01
767.00,86.97
766.00,86.93
765.00,86.89
764.00,86.86
763.00,86.85
762.00,86.85
761.00,86.83
760.00,86.80
759.00,86.74
758.00,86.69
757.00,86.64
756.00,86.58
755.00,86.52
754.00,86.47
753.00,86.43
752.00,86.38
751.00,86.30
750.00,86.20
749.00,86.09
748.00,86.00
747.00,85.94
746.00,85.90
745.00,85.86
744.00,85.81
743.00,85.76
742.00,85.71
741.00,85.66
740.00,85.59
739.00,85.54
738.00,85.52
737.00,85.50
736.00,85.46
735.00,85.39
734.00,85.32
733.00,85.26
732.00,85.21
731.00,85.16
730.00,85.10
729.00,85.03
728.00,84.94
727.00,84.86
726.00,84.79
725.00,84.71
724.00,84.61
723.00,84.49
722.00,84.38
721.00,84.28
720.00,84.20
719.00,84.15
718.00,84.11
717.00,84.09
716.00,84.09
715.00,84.10
714.00,84.11
713.00,84.09
712.00,84.02
711.00,83.93
710.00,83.84
709.00,83.76
708.00,83.68
707.00,83.59
706.00,83.49
705.00,83.36
704.00,83.23
703.00,83.09
702.00,82.94
701.00,82.81
700.00,82.70
699.00,82.63
698.00,82.61
697.00,82.58
696.00,82.51
695.00,82.42
694.00,82.33
693.00,82.28
692.00,82.26
691.00,82.26
690.00,82.26
689.00,82.25
688.00,82.21
687.00,82.17
686.00,82.14
685.00,82.12
684.00,82.10
683.00,82.08
682.00,82.06
681.00,82.01
680.00,81.93
679.00,81.86
678.00,81.81
677.00,81.77
676.00,81.71
675.00,81.66
674.00,81.60
673.00,81.55
672.00,81.50
671.00,81.43
670.00,81.35
669.00,81.24
668.00,81.05
667.00,80.85
666.00,80.80
665.00,80.89
664.00,80.98
663.00,81.00
662.00,80.94
661.00,80.84
660.00,80.76
659.00,80.73
658.00,80.70
657.00,80.62
656.00,80.49
655.00,80.39
654.00,80.37
653.00,80.38
652.00,80.33
651.00,80.20
650.00,80.04
649.00,79.92
648.00,79.91
647.00,79.96
646.00,79.96
645.00,79.87
644.00,79.72
643.00,79.61
642.00,79.60
641.00,79.63
640.00,79.65
639.00,79.64
638.00,79.61
637.00,79.56
636.00,79.52
635.00,79.47
634.00,79.36
633.00,79.20
632.00,79.09
631.00,79.13
630.00,79.31
629.00,79.43
628.00,79.40
627.00,79.26
626.00,79.13
625.00,79.01
624.00,78.84
623.00,78.64
622.00,78.49
621.00,78.42
620.00,78.44
619.00,78.52
618.00,78.54
617.00,78.40
616.00,78.13
615.00,77.96
614.00,78.06
613.00,78.32
612.00,78.49
611.00,78.42
610.00,78.20
609.00,78.01
608.00,77.95
607.00,77.99
606.00,78.03
605.00,77.97
604.00,77.70
603.00,77.11
602.00,76.29
601.00,75.55
600.00,75.33
599.00,75.79
598.00,76.63
597.00,77.34
596.00,77.72
595.00,77.84
594.00,77.80
593.00,77.62
592.00,77.37
591.00,77.23
590.00,77.22
589.00,77.17
588.00,77.00
587.00,76.83
586.00,76.71
585.00,76.55
584.00,76.32
583.00,76.12
582.00,76.08
581.00,76.12
580.00,76.05
579.00,75.82
578.00,75.48
577.00,75.19
576.00,75.12
575.00,75.26
574.00,75.32
573.00,75.13
572.00,75.06
571.00,75.48
570.00,76.08
569.00,76.18
568.00,75.73
567.00,75.44
566.00,75.71
565.00,76.15
564.00,76.34
563.00,76.37
562.00,76.47
561.00,76.60
560.00,76.60
559.00,76.50
558.00,76.36
557.00,76.17
556.00,76.02
555.00,76.09
554.00,76.29
553.00,76.19
552.00,75.61
551.00,74.96
550.00,74.62
